country,date,owid-new_deaths_per_million
BLR,2020-03-19,0.0
BLR,2020-03-20,0.0
BLR,2020-03-21,0.0
BLR,2020-03-22,0.0
BLR,2020-03-23,0.0
BLR,2020-03-24,0.0
BLR,2020-03-25,0.0
BLR,2020-03-26,0.0
BLR,2020-03-27,0.0
BLR,2020-03-28,0.0
BLR,2020-03-29,0.0
BLR,2020-03-30,0.0
BLR,2020-03-31,0.0
BLR,2020-04-01,0.0
BLR,2020-04-02,0.0
BLR,2020-04-03,0.423
BLR,2020-04-04,0.0
BLR,2020-04-05,0.106
BLR,2020-04-06,0.317
BLR,2020-04-07,0.529
BLR,2020-04-08,0.0
BLR,2020-04-09,0.0
BLR,2020-04-10,0.317
BLR,2020-04-11,0.317
BLR,2020-04-12,0.423
BLR,2020-04-13,0.317
BLR,2020-04-14,0.317
BLR,2020-04-15,0.423
BLR,2020-04-16,0.317
BLR,2020-04-17,0.423
BLR,2020-04-18,0.212
BLR,2020-04-19,0.317
BLR,2020-04-20,0.212
BLR,2020-04-21,0.423
BLR,2020-04-22,0.423
BLR,2020-04-23,0.317
BLR,2020-04-24,0.212
BLR,2020-04-25,0.317
BLR,2020-04-26,0.423
BLR,2020-04-27,0.529
BLR,2020-04-28,0.317
BLR,2020-04-29,0.423
BLR,2020-04-30,0.529
BLR,2020-05-01,0.529
BLR,2020-05-02,0.423
BLR,2020-05-03,0.423
BLR,2020-05-04,0.212
BLR,2020-05-05,0.423
BLR,2020-05-06,0.423
BLR,2020-05-07,0.529
BLR,2020-05-08,0.423
BLR,2020-05-09,0.529
BLR,2020-05-10,0.529
BLR,2020-05-11,0.529
BLR,2020-05-12,0.423
BLR,2020-05-13,0.741
BLR,2020-05-14,0.423
BLR,2020-05-15,0.529
BLR,2020-05-16,0.529
BLR,2020-05-17,0.423
BLR,2020-05-18,0.529
BLR,2020-05-19,0.635
BLR,2020-05-20,0.423
BLR,2020-05-21,0.423
BLR,2020-05-22,0.635
BLR,2020-05-23,0.529
BLR,2020-05-24,0.423
BLR,2020-05-25,0.529
BLR,2020-05-26,0.529
BLR,2020-05-27,0.423
BLR,2020-05-28,0.635
BLR,2020-05-29,0.529
BLR,2020-05-30,0.529
BLR,2020-05-31,0.529
BLR,2020-06-01,0.635
BLR,2020-06-02,0.529
BLR,2020-06-03,0.317
BLR,2020-06-04,0.529
BLR,2020-06-05,0.529
BLR,2020-06-06,0.635
BLR,2020-06-07,0.423
BLR,2020-06-08,0.635
BLR,2020-06-09,0.741
BLR,2020-06-10,0.635
BLR,2020-06-11,0.635
BLR,2020-06-12,0.529
BLR,2020-06-13,0.529
BLR,2020-06-14,0.529
BLR,2020-06-15,0.529
BLR,2020-06-16,0.423
BLR,2020-06-17,0.635
BLR,2020-06-18,0.635
BLR,2020-06-19,0.741
BLR,2020-06-20,0.212
BLR,2020-06-21,1.058
BLR,2020-06-22,0.317
BLR,2020-06-23,0.529
BLR,2020-06-24,0.635
BLR,2020-06-25,0.529
BLR,2020-06-26,0.529
BLR,2020-06-27,0.635
BLR,2020-06-28,0.423
BLR,2020-06-29,0.635
BLR,2020-06-30,0.423
BLR,2020-07-01,0.529
BLR,2020-07-02,0.635
BLR,2020-07-03,0.741
BLR,2020-07-04,0.741
BLR,2020-07-05,0.635
BLR,2020-07-06,0.529
BLR,2020-07-07,0.635
BLR,2020-07-08,0.741
BLR,2020-07-09,0.741
BLR,2020-07-10,0.635
BLR,2020-07-11,0.529
BLR,2020-07-12,0.529
BLR,2020-07-13,0.529
BLR,2020-07-14,0.423
BLR,2020-07-15,0.635
BLR,2020-07-16,0.635
BLR,2020-07-17,0.529
BLR,2020-07-18,0.635
BLR,2020-07-19,0.423
BLR,2020-07-20,0.423
BLR,2020-07-21,0.423
BLR,2020-07-22,0.423
BLR,2020-07-23,0.635
BLR,2020-07-24,0.635
BLR,2020-07-25,0.0
BLR,2020-07-26,1.1640000000000001
BLZ,2020-03-24,0.0
BLZ,2020-03-25,0.0
BLZ,2020-03-26,0.0
BLZ,2020-03-27,0.0
BLZ,2020-03-28,0.0
BLZ,2020-03-29,0.0
BLZ,2020-03-30,0.0
BLZ,2020-03-31,0.0
BLZ,2020-04-01,0.0
BLZ,2020-04-02,0.0
BLZ,2020-04-03,0.0
BLZ,2020-04-04,0.0
BLZ,2020-04-05,0.0
BLZ,2020-04-06,2.515
BLZ,2020-04-07,0.0
BLZ,2020-04-08,0.0
BLZ,2020-04-09,0.0
BLZ,2020-04-10,0.0
BLZ,2020-04-11,2.515
BLZ,2020-04-12,0.0
BLZ,2020-04-13,0.0
BLZ,2020-04-14,0.0
BLZ,2020-04-15,0.0
BLZ,2020-04-16,0.0
BLZ,2020-04-17,0.0
BLZ,2020-04-18,0.0
BLZ,2020-04-19,0.0
BLZ,2020-04-20,0.0
BLZ,2020-04-21,0.0
BLZ,2020-04-22,0.0
BLZ,2020-04-23,0.0
BLZ,2020-04-24,0.0
BLZ,2020-04-25,0.0
BLZ,2020-04-26,0.0
BLZ,2020-04-27,0.0
BLZ,2020-04-28,0.0
BLZ,2020-04-29,0.0
BLZ,2020-04-30,0.0
BLZ,2020-05-01,0.0
BLZ,2020-05-02,0.0
BLZ,2020-05-03,0.0
BLZ,2020-05-04,0.0
BLZ,2020-05-05,0.0
BLZ,2020-05-06,0.0
BLZ,2020-05-07,0.0
BLZ,2020-05-08,0.0
BLZ,2020-05-09,0.0
BLZ,2020-05-10,0.0
BLZ,2020-05-11,0.0
BLZ,2020-05-12,0.0
BLZ,2020-05-13,0.0
BLZ,2020-05-14,0.0
BLZ,2020-05-15,0.0
BLZ,2020-05-16,0.0
BLZ,2020-05-17,0.0
BLZ,2020-05-18,0.0
BLZ,2020-05-19,0.0
BLZ,2020-05-20,0.0
BLZ,2020-05-21,0.0
BLZ,2020-05-22,0.0
BLZ,2020-05-23,0.0
BLZ,2020-05-24,0.0
BLZ,2020-05-25,0.0
BLZ,2020-05-26,0.0
BLZ,2020-05-27,0.0
BLZ,2020-05-28,0.0
BLZ,2020-05-29,0.0
BLZ,2020-05-30,0.0
BLZ,2020-05-31,0.0
BLZ,2020-06-01,0.0
BLZ,2020-06-02,0.0
BLZ,2020-06-03,0.0
BLZ,2020-06-04,0.0
BLZ,2020-06-05,0.0
BLZ,2020-06-06,0.0
BLZ,2020-06-07,0.0
BLZ,2020-06-08,0.0
BLZ,2020-06-09,0.0
BLZ,2020-06-10,0.0
BLZ,2020-06-11,0.0
BLZ,2020-06-12,0.0
BLZ,2020-06-13,0.0
BLZ,2020-06-14,0.0
BLZ,2020-06-15,0.0
BLZ,2020-06-16,0.0
BLZ,2020-06-17,0.0
BLZ,2020-06-18,0.0
BLZ,2020-06-19,0.0
BLZ,2020-06-20,0.0
BLZ,2020-06-21,0.0
BLZ,2020-06-22,0.0
BLZ,2020-06-23,0.0
BLZ,2020-06-24,0.0
BLZ,2020-06-25,0.0
BLZ,2020-06-26,0.0
BLZ,2020-06-27,0.0
BLZ,2020-06-28,0.0
BLZ,2020-06-29,0.0
BLZ,2020-06-30,0.0
BLZ,2020-07-01,0.0
BLZ,2020-07-02,0.0
BLZ,2020-07-03,0.0
BLZ,2020-07-04,0.0
BLZ,2020-07-05,0.0
BLZ,2020-07-06,0.0
BLZ,2020-07-07,0.0
BLZ,2020-07-08,0.0
BLZ,2020-07-09,0.0
BLZ,2020-07-10,0.0
BLZ,2020-07-11,0.0
BLZ,2020-07-12,0.0
BLZ,2020-07-13,0.0
BLZ,2020-07-14,0.0
BLZ,2020-07-15,0.0
BLZ,2020-07-16,0.0
BLZ,2020-07-17,0.0
BLZ,2020-07-18,0.0
BLZ,2020-07-19,0.0
BLZ,2020-07-20,0.0
BLZ,2020-07-21,0.0
BLZ,2020-07-22,0.0
BLZ,2020-07-23,0.0
BLZ,2020-07-24,0.0
BLZ,2020-07-25,0.0
BLZ,2020-07-26,0.0
BMU,2020-03-20,0.0
BMU,2020-03-21,0.0
BMU,2020-03-22,0.0
BMU,2020-03-23,0.0
BMU,2020-03-24,0.0
BMU,2020-03-25,0.0
BMU,2020-03-26,0.0
BMU,2020-03-27,0.0
BMU,2020-03-28,0.0
BMU,2020-03-29,0.0
BMU,2020-03-30,0.0
BMU,2020-03-31,0.0
BMU,2020-04-01,0.0
BMU,2020-04-02,0.0
BMU,2020-04-03,0.0
BMU,2020-04-04,0.0
BMU,2020-04-05,0.0
BMU,2020-04-06,0.0
BMU,2020-04-07,32.117
BMU,2020-04-08,0.0
BMU,2020-04-09,16.058
BMU,2020-04-10,16.058
BMU,2020-04-11,0.0
BMU,2020-04-12,0.0
BMU,2020-04-13,0.0
BMU,2020-04-14,0.0
BMU,2020-04-15,16.058
BMU,2020-04-16,0.0
BMU,2020-04-17,0.0
BMU,2020-04-18,0.0
BMU,2020-04-19,0.0
BMU,2020-04-20,0.0
BMU,2020-04-21,0.0
BMU,2020-04-22,0.0
BMU,2020-04-23,0.0
BMU,2020-04-24,0.0
BMU,2020-04-25,0.0
BMU,2020-04-26,0.0
BMU,2020-04-27,0.0
BMU,2020-04-28,16.058
BMU,2020-04-29,0.0
BMU,2020-04-30,0.0
BMU,2020-05-01,0.0
BMU,2020-05-02,0.0
BMU,2020-05-03,16.058
BMU,2020-05-04,0.0
BMU,2020-05-05,0.0
BMU,2020-05-06,0.0
BMU,2020-05-07,0.0
BMU,2020-05-08,0.0
BMU,2020-05-09,0.0
BMU,2020-05-10,0.0
BMU,2020-05-11,0.0
BMU,2020-05-12,16.058
BMU,2020-05-13,0.0
BMU,2020-05-14,0.0
BMU,2020-05-15,16.058
BMU,2020-05-16,0.0
BMU,2020-05-17,0.0
BMU,2020-05-18,0.0
BMU,2020-05-19,0.0
BMU,2020-05-20,0.0
BMU,2020-05-21,0.0
BMU,2020-05-22,0.0
BMU,2020-05-23,0.0
BMU,2020-05-24,0.0
BMU,2020-05-25,0.0
BMU,2020-05-26,0.0
BMU,2020-05-27,0.0
BMU,2020-05-28,0.0
BMU,2020-05-29,0.0
BMU,2020-05-30,0.0
BMU,2020-05-31,0.0
BMU,2020-06-01,0.0
BMU,2020-06-02,0.0
BMU,2020-06-03,0.0
BMU,2020-06-04,0.0
BMU,2020-06-05,0.0
BMU,2020-06-06,0.0
BMU,2020-06-07,0.0
BMU,2020-06-08,0.0
BMU,2020-06-09,0.0
BMU,2020-06-10,0.0
BMU,2020-06-11,0.0
BMU,2020-06-12,0.0
BMU,2020-06-13,0.0
BMU,2020-06-14,0.0
BMU,2020-06-15,0.0
BMU,2020-06-16,0.0
BMU,2020-06-17,0.0
BMU,2020-06-18,0.0
BMU,2020-06-19,0.0
BMU,2020-06-20,0.0
BMU,2020-06-21,0.0
BMU,2020-06-22,0.0
BMU,2020-06-23,0.0
BMU,2020-06-24,0.0
BMU,2020-06-25,0.0
BMU,2020-06-26,0.0
BMU,2020-06-27,0.0
BMU,2020-06-28,0.0
BMU,2020-06-29,0.0
BMU,2020-06-30,0.0
BMU,2020-07-01,0.0
BMU,2020-07-02,0.0
BMU,2020-07-03,0.0
BMU,2020-07-04,0.0
BMU,2020-07-05,0.0
BMU,2020-07-06,0.0
BMU,2020-07-07,0.0
BMU,2020-07-08,0.0
BMU,2020-07-09,0.0
BMU,2020-07-10,0.0
BMU,2020-07-11,0.0
BMU,2020-07-12,0.0
BMU,2020-07-13,0.0
BMU,2020-07-14,0.0
BMU,2020-07-15,0.0
BMU,2020-07-16,0.0
BMU,2020-07-17,0.0
BMU,2020-07-18,0.0
BMU,2020-07-19,0.0
BMU,2020-07-20,0.0
BMU,2020-07-21,0.0
BMU,2020-07-22,0.0
BMU,2020-07-23,0.0
BMU,2020-07-24,0.0
BMU,2020-07-25,0.0
BMU,2020-07-26,0.0
BOL,2020-03-12,0.0
BOL,2020-03-13,0.0
BOL,2020-03-14,0.0
BOL,2020-03-15,0.0
BOL,2020-03-16,
BOL,2020-03-17,0.0
BOL,2020-03-18,0.0
BOL,2020-03-19,0.0
BOL,2020-03-20,0.0
BOL,2020-03-21,0.0
BOL,2020-03-22,0.0
BOL,2020-03-23,0.0
BOL,2020-03-24,0.0
BOL,2020-03-25,0.0
BOL,2020-03-26,0.0
BOL,2020-03-27,0.0
BOL,2020-03-28,0.0
BOL,2020-03-29,0.0
BOL,2020-03-30,0.257
BOL,2020-03-31,0.257
BOL,2020-04-01,0.086
BOL,2020-04-02,0.086
BOL,2020-04-03,0.086
BOL,2020-04-04,0.086
BOL,2020-04-05,0.0
BOL,2020-04-06,0.086
BOL,2020-04-07,0.257
BOL,2020-04-08,0.086
BOL,2020-04-09,0.257
BOL,2020-04-10,0.086
BOL,2020-04-11,0.086
BOL,2020-04-12,0.34299999999999997
BOL,2020-04-13,0.257
BOL,2020-04-14,0.086
BOL,2020-04-15,0.0
BOL,2020-04-16,0.086
BOL,2020-04-17,0.171
BOL,2020-04-18,0.0
BOL,2020-04-19,0.086
BOL,2020-04-20,0.086
BOL,2020-04-21,0.086
BOL,2020-04-22,0.257
BOL,2020-04-23,0.257
BOL,2020-04-24,0.257
BOL,2020-04-25,0.086
BOL,2020-04-26,0.171
BOL,2020-04-27,0.34299999999999997
BOL,2020-04-28,0.257
BOL,2020-04-29,0.171
BOL,2020-04-30,0.34299999999999997
BOL,2020-05-01,0.257
BOL,2020-05-02,0.34299999999999997
BOL,2020-05-03,0.428
BOL,2020-05-04,0.428
BOL,2020-05-05,0.514
BOL,2020-05-06,0.34299999999999997
BOL,2020-05-07,0.428
BOL,2020-05-08,0.9420000000000001
BOL,2020-05-09,0.34299999999999997
BOL,2020-05-10,0.685
BOL,2020-05-11,0.34299999999999997
BOL,2020-05-12,0.34299999999999997
BOL,2020-05-13,0.514
BOL,2020-05-14,1.199
BOL,2020-05-15,0.857
BOL,2020-05-16,1.028
BOL,2020-05-17,0.086
BOL,2020-05-18,0.34299999999999997
BOL,2020-05-19,0.428
BOL,2020-05-20,1.285
BOL,2020-05-21,0.857
BOL,2020-05-22,1.371
BOL,2020-05-23,1.285
BOL,2020-05-24,0.857
BOL,2020-05-25,0.857
BOL,2020-05-26,0.9420000000000001
BOL,2020-05-27,1.114
BOL,2020-05-28,0.514
BOL,2020-05-29,1.114
BOL,2020-05-30,0.6
BOL,2020-05-31,0.857
BOL,2020-06-01,0.257
BOL,2020-06-02,2.57
BOL,2020-06-03,2.827
BOL,2020-06-04,2.056
BOL,2020-06-05,1.285
BOL,2020-06-06,1.028
BOL,2020-06-07,2.313
BOL,2020-06-08,0.9420000000000001
BOL,2020-06-09,0.857
BOL,2020-06-10,1.028
BOL,2020-06-11,2.142
BOL,2020-06-12,1.7990000000000002
BOL,2020-06-13,2.227
BOL,2020-06-14,2.227
BOL,2020-06-15,2.227
BOL,2020-06-16,1.7990000000000002
BOL,2020-06-17,2.313
BOL,2020-06-18,1.713
BOL,2020-06-19,1.5419999999999998
BOL,2020-06-20,1.5419999999999998
BOL,2020-06-21,2.142
BOL,2020-06-22,2.827
BOL,2020-06-23,4.026
BOL,2020-06-24,2.227
BOL,2020-06-25,2.57
BOL,2020-06-26,3.17
BOL,2020-06-27,1.7990000000000002
BOL,2020-06-28,3.0839999999999996
BOL,2020-06-29,3.7689999999999997
BOL,2020-06-30,4.883
BOL,2020-07-01,4.455
BOL,2020-07-02,6.682
BOL,2020-07-03,5.997000000000001
BOL,2020-07-04,4.198
BOL,2020-07-05,4.968999999999999
BOL,2020-07-06,4.797
BOL,2020-07-07,3.5980000000000003
BOL,2020-07-08,4.626
BOL,2020-07-09,4.026
BOL,2020-07-10,5.226
BOL,2020-07-11,5.483
BOL,2020-07-12,4.455
BOL,2020-07-13,4.54
BOL,2020-07-14,5.053999999999999
BOL,2020-07-15,2.741
BOL,2020-07-16,3.7689999999999997
BOL,2020-07-17,3.5980000000000003
BOL,2020-07-18,5.568
BOL,2020-07-19,4.883
BOL,2020-07-20,3.855
BOL,2020-07-21,5.74
BOL,2020-07-22,4.712
BOL,2020-07-23,4.712
BOL,2020-07-24,6.768
BOL,2020-07-25,5.654
BOL,2020-07-26,5.311
BRA,2019-12-31,0.0
BRA,2020-01-01,0.0
BRA,2020-01-02,0.0
BRA,2020-01-03,0.0
BRA,2020-01-04,0.0
BRA,2020-01-05,0.0
BRA,2020-01-06,0.0
BRA,2020-01-07,0.0
BRA,2020-01-08,0.0
BRA,2020-01-09,0.0
BRA,2020-01-10,0.0
BRA,2020-01-11,0.0
BRA,2020-01-12,0.0
BRA,2020-01-13,0.0
BRA,2020-01-14,0.0
BRA,2020-01-15,0.0
BRA,2020-01-16,0.0
BRA,2020-01-17,0.0
BRA,2020-01-18,0.0
BRA,2020-01-19,0.0
BRA,2020-01-20,0.0
BRA,2020-01-21,0.0
BRA,2020-01-22,0.0
BRA,2020-01-23,0.0
BRA,2020-01-24,0.0
BRA,2020-01-25,0.0
BRA,2020-01-26,0.0
BRA,2020-01-27,0.0
BRA,2020-01-28,0.0
BRA,2020-01-29,0.0
BRA,2020-01-30,0.0
BRA,2020-01-31,0.0
BRA,2020-02-01,0.0
BRA,2020-02-02,0.0
BRA,2020-02-03,0.0
BRA,2020-02-04,0.0
BRA,2020-02-05,0.0
BRA,2020-02-06,0.0
BRA,2020-02-07,0.0
BRA,2020-02-08,0.0
BRA,2020-02-09,0.0
BRA,2020-02-10,0.0
BRA,2020-02-11,0.0
BRA,2020-02-12,0.0
BRA,2020-02-13,0.0
BRA,2020-02-14,0.0
BRA,2020-02-15,0.0
BRA,2020-02-16,0.0
BRA,2020-02-17,0.0
BRA,2020-02-18,0.0
BRA,2020-02-19,0.0
BRA,2020-02-20,0.0
BRA,2020-02-21,0.0
BRA,2020-02-22,0.0
BRA,2020-02-23,0.0
BRA,2020-02-24,0.0
BRA,2020-02-25,0.0
BRA,2020-02-26,0.0
BRA,2020-02-27,0.0
BRA,2020-02-28,0.0
BRA,2020-02-29,0.0
BRA,2020-03-01,0.0
BRA,2020-03-02,0.0
BRA,2020-03-03,0.0
BRA,2020-03-04,0.0
BRA,2020-03-05,0.0
BRA,2020-03-06,0.0
BRA,2020-03-07,0.0
BRA,2020-03-08,0.0
BRA,2020-03-09,0.0
BRA,2020-03-10,0.0
BRA,2020-03-11,0.0
BRA,2020-03-12,0.0
BRA,2020-03-13,0.0
BRA,2020-03-14,0.0
BRA,2020-03-15,0.0
BRA,2020-03-16,0.0
BRA,2020-03-17,0.0
BRA,2020-03-18,0.005
BRA,2020-03-19,0.013999999999999999
BRA,2020-03-20,0.009000000000000001
BRA,2020-03-21,0.024
BRA,2020-03-22,0.033
BRA,2020-03-23,0.033
BRA,2020-03-24,0.042
BRA,2020-03-25,0.055999999999999994
BRA,2020-03-26,0.052000000000000005
BRA,2020-03-27,0.094
BRA,2020-03-28,0.071
BRA,2020-03-29,0.10400000000000001
BRA,2020-03-30,0.10400000000000001
BRA,2020-03-31,0.10800000000000001
BRA,2020-04-01,0.198
BRA,2020-04-02,0.188
BRA,2020-04-03,0.273
BRA,2020-04-04,0.282
BRA,2020-04-05,0.34299999999999997
BRA,2020-04-06,0.254
BRA,2020-04-07,0.315
BRA,2020-04-08,0.536
BRA,2020-04-09,0.626
BRA,2020-04-10,0.6629999999999999
BRA,2020-04-11,0.541
BRA,2020-04-12,0.32
BRA,2020-04-13,0.466
BRA,2020-04-14,0.494
BRA,2020-04-15,0.96
BRA,2020-04-16,0.96
BRA,2020-04-17,0.884
BRA,2020-04-18,1.021
BRA,2020-04-19,0.9690000000000001
BRA,2020-04-20,0.541
BRA,2020-04-21,0.532
BRA,2020-04-22,0.7809999999999999
BRA,2020-04-23,0.7759999999999999
BRA,2020-04-24,1.915
BRA,2020-04-25,1.68
BRA,2020-04-26,1.6280000000000001
BRA,2020-04-27,0.889
BRA,2020-04-28,1.59
BRA,2020-04-29,2.23
BRA,2020-04-30,2.112
BRA,2020-05-01,2.046
BRA,2020-05-02,2.0140000000000002
BRA,2020-05-03,1.9809999999999999
BRA,2020-05-04,1.294
BRA,2020-05-05,1.393
BRA,2020-05-06,2.823
BRA,2020-05-07,2.8930000000000002
BRA,2020-05-08,2.87
BRA,2020-05-09,3.533
BRA,2020-05-10,3.4339999999999997
BRA,2020-05-11,2.333
BRA,2020-05-12,1.8630000000000002
BRA,2020-05-13,4.145
BRA,2020-05-14,3.5239999999999996
BRA,2020-05-15,3.971
BRA,2020-05-16,3.877
BRA,2020-05-17,3.839
BRA,2020-05-18,2.282
BRA,2020-05-19,3.1710000000000003
BRA,2020-05-20,5.547000000000001
BRA,2020-05-21,4.178
BRA,2020-05-22,5.5889999999999995
BRA,2020-05-23,4.709
BRA,2020-05-24,4.54
BRA,2020-05-25,3.072
BRA,2020-05-26,3.7969999999999997
BRA,2020-05-27,4.888
BRA,2020-05-28,5.109
BRA,2020-05-29,5.438
BRA,2020-05-30,5.287999999999999
BRA,2020-05-31,4.498
BRA,2020-06-01,2.258
BRA,2020-06-02,2.931
BRA,2020-06-03,5.937
BRA,2020-06-04,6.346
BRA,2020-06-05,6.93
BRA,2020-06-06,4.728
BRA,2020-06-07,4.253
BRA,2020-06-08,2.47
BRA,2020-06-09,3.194
BRA,2020-06-10,5.984
BRA,2020-06-11,5.994
BRA,2020-06-12,5.829
BRA,2020-06-13,4.276
BRA,2020-06-14,4.196000000000001
BRA,2020-06-15,2.8789999999999996
BRA,2020-06-16,2.95
BRA,2020-06-17,6.031000000000001
BRA,2020-06-18,5.97
BRA,2020-06-19,5.824
BRA,2020-06-20,5.6739999999999995
BRA,2020-06-21,4.808
BRA,2020-06-22,3.016
BRA,2020-06-23,3.077
BRA,2020-06-24,6.4639999999999995
BRA,2020-06-25,5.575
BRA,2020-06-26,5.367999999999999
BRA,2020-06-27,4.658
BRA,2020-06-28,5.2170000000000005
BRA,2020-06-29,2.597
BRA,2020-06-30,3.2560000000000002
BRA,2020-07-01,6.022
BRA,2020-07-02,4.883
BRA,2020-07-03,5.89
BRA,2020-07-04,6.069
BRA,2020-07-05,5.132999999999999
BRA,2020-07-06,2.832
BRA,2020-07-07,2.917
BRA,2020-07-08,5.9
BRA,2020-07-09,5.754
BRA,2020-07-10,5.74
BRA,2020-07-11,5.711
BRA,2020-07-12,5.039
BRA,2020-07-13,2.969
BRA,2020-07-14,3.448
BRA,2020-07-15,6.1160000000000005
BRA,2020-07-16,5.801
BRA,2020-07-17,6.218999999999999
BRA,2020-07-18,5.471
BRA,2020-07-19,4.333
BRA,2020-07-20,3.3680000000000003
BRA,2020-07-21,2.9730000000000003
BRA,2020-07-22,6.431
BRA,2020-07-23,6.041
BRA,2020-07-24,6.167999999999999
BRA,2020-07-25,5.438
BRA,2020-07-26,5.697
BRB,2020-03-18,0.0
BRB,2020-03-19,0.0
BRB,2020-03-20,0.0
BRB,2020-03-21,0.0
BRB,2020-03-22,0.0
BRB,2020-03-23,0.0
BRB,2020-03-24,0.0
BRB,2020-03-25,0.0
BRB,2020-03-26,0.0
BRB,2020-03-27,0.0
BRB,2020-03-28,0.0
BRB,2020-03-29,0.0
BRB,2020-03-30,0.0
BRB,2020-03-31,0.0
BRB,2020-04-01,0.0
BRB,2020-04-02,0.0
BRB,2020-04-03,0.0
BRB,2020-04-04,0.0
BRB,2020-04-05,0.0
BRB,2020-04-06,3.48
BRB,2020-04-07,3.48
BRB,2020-04-08,3.48
BRB,2020-04-09,0.0
BRB,2020-04-10,0.0
BRB,2020-04-11,3.48
BRB,2020-04-12,0.0
BRB,2020-04-13,0.0
BRB,2020-04-14,0.0
BRB,2020-04-15,3.48
BRB,2020-04-16,0.0
BRB,2020-04-17,0.0
BRB,2020-04-18,0.0
BRB,2020-04-19,0.0
BRB,2020-04-20,0.0
BRB,2020-04-21,0.0
BRB,2020-04-22,0.0
BRB,2020-04-23,3.48
BRB,2020-04-24,0.0
BRB,2020-04-25,0.0
BRB,2020-04-26,0.0
BRB,2020-04-27,0.0
BRB,2020-04-28,0.0
BRB,2020-04-29,0.0
BRB,2020-04-30,3.48
BRB,2020-05-01,0.0
BRB,2020-05-02,0.0
BRB,2020-05-03,0.0
BRB,2020-05-04,0.0
BRB,2020-05-05,0.0
BRB,2020-05-06,0.0
BRB,2020-05-07,0.0
BRB,2020-05-08,0.0
BRB,2020-05-09,0.0
BRB,2020-05-10,0.0
BRB,2020-05-11,0.0
BRB,2020-05-12,0.0
BRB,2020-05-13,0.0
BRB,2020-05-14,0.0
BRB,2020-05-15,0.0
BRB,2020-05-16,0.0
BRB,2020-05-17,0.0
BRB,2020-05-18,0.0
BRB,2020-05-19,0.0
BRB,2020-05-20,0.0
BRB,2020-05-21,0.0
BRB,2020-05-22,0.0
BRB,2020-05-23,0.0
BRB,2020-05-24,0.0
BRB,2020-05-25,0.0
BRB,2020-05-26,0.0
BRB,2020-05-27,0.0
BRB,2020-05-28,0.0
BRB,2020-05-29,0.0
BRB,2020-05-30,0.0
BRB,2020-05-31,0.0
BRB,2020-06-01,0.0
BRB,2020-06-02,0.0
BRB,2020-06-03,0.0
BRB,2020-06-04,0.0
BRB,2020-06-05,0.0
BRB,2020-06-06,0.0
BRB,2020-06-07,0.0
BRB,2020-06-08,0.0
BRB,2020-06-09,0.0
BRB,2020-06-10,0.0
BRB,2020-06-11,0.0
BRB,2020-06-12,0.0
BRB,2020-06-13,0.0
BRB,2020-06-14,0.0
BRB,2020-06-15,0.0
BRB,2020-06-16,0.0
BRB,2020-06-17,0.0
BRB,2020-06-18,0.0
BRB,2020-06-19,0.0
BRB,2020-06-20,0.0
BRB,2020-06-21,0.0
BRB,2020-06-22,0.0
BRB,2020-06-23,0.0
BRB,2020-06-24,0.0
BRB,2020-06-25,0.0
BRB,2020-06-26,0.0
BRB,2020-06-27,0.0
BRB,2020-06-28,0.0
BRB,2020-06-29,0.0
BRB,2020-06-30,0.0
BRB,2020-07-01,0.0
BRB,2020-07-02,0.0
BRB,2020-07-03,0.0
BRB,2020-07-04,0.0
BRB,2020-07-05,0.0
BRB,2020-07-06,0.0
BRB,2020-07-07,0.0
BRB,2020-07-08,0.0
BRB,2020-07-09,0.0
BRB,2020-07-10,0.0
BRB,2020-07-11,0.0
BRB,2020-07-12,0.0
BRB,2020-07-13,0.0
BRB,2020-07-14,0.0
BRB,2020-07-15,0.0
BRB,2020-07-16,0.0
BRB,2020-07-17,0.0
BRB,2020-07-18,0.0
BRB,2020-07-19,0.0
BRB,2020-07-20,0.0
BRB,2020-07-21,0.0
BRB,2020-07-22,0.0
BRB,2020-07-23,0.0
BRB,2020-07-24,0.0
BRB,2020-07-25,0.0
BRB,2020-07-26,0.0
BRN,2020-03-10,0.0
BRN,2020-03-12,0.0
BRN,2020-03-13,0.0
BRN,2020-03-14,0.0
BRN,2020-03-15,0.0
BRN,2020-03-16,0.0
BRN,2020-03-17,0.0
BRN,2020-03-18,0.0
BRN,2020-03-19,0.0
BRN,2020-03-20,0.0
BRN,2020-03-21,0.0
BRN,2020-03-22,0.0
BRN,2020-03-23,0.0
BRN,2020-03-24,0.0
BRN,2020-03-25,0.0
BRN,2020-03-26,0.0
BRN,2020-03-27,0.0
BRN,2020-03-28,0.0
BRN,2020-03-29,2.286
BRN,2020-03-30,0.0
BRN,2020-03-31,0.0
BRN,2020-04-01,0.0
BRN,2020-04-02,0.0
BRN,2020-04-03,0.0
BRN,2020-04-04,0.0
BRN,2020-04-05,0.0
BRN,2020-04-06,0.0
BRN,2020-04-07,0.0
BRN,2020-04-08,0.0
BRN,2020-04-09,0.0
BRN,2020-04-10,0.0
BRN,2020-04-11,0.0
BRN,2020-04-12,0.0
BRN,2020-04-13,0.0
BRN,2020-04-14,0.0
BRN,2020-04-15,0.0
BRN,2020-04-16,0.0
BRN,2020-04-17,0.0
BRN,2020-04-18,0.0
BRN,2020-04-19,0.0
BRN,2020-04-20,0.0
BRN,2020-04-21,0.0
