country,date,jhu-recoveries
ISR,2020-07-13,19395
ISR,2020-07-14,19665
ISR,2020-07-15,19989
ISR,2020-07-16,20370
ISR,2020-07-17,20744
ISR,2020-07-18,21348
ISR,2020-07-19,21675
ISR,2020-07-20,22154
ISR,2020-07-21,22743
ISR,2020-07-22,23310
ISR,2020-07-23,24044
ISR,2020-07-24,26797
ISR,2020-07-25,26917
ITA,2020-01-22,0
ITA,2020-01-23,0
ITA,2020-01-24,0
ITA,2020-01-25,0
ITA,2020-01-26,0
ITA,2020-01-27,0
ITA,2020-01-28,0
ITA,2020-01-29,0
ITA,2020-01-30,0
ITA,2020-01-31,0
ITA,2020-02-01,0
ITA,2020-02-02,0
ITA,2020-02-03,0
ITA,2020-02-04,0
ITA,2020-02-05,0
ITA,2020-02-06,0
ITA,2020-02-07,0
ITA,2020-02-08,0
ITA,2020-02-09,0
ITA,2020-02-10,0
ITA,2020-02-11,0
ITA,2020-02-12,0
ITA,2020-02-13,0
ITA,2020-02-14,0
ITA,2020-02-15,0
ITA,2020-02-16,0
ITA,2020-02-17,0
ITA,2020-02-18,0
ITA,2020-02-19,0
ITA,2020-02-20,0
ITA,2020-02-21,0
ITA,2020-02-22,1
ITA,2020-02-23,2
ITA,2020-02-24,1
ITA,2020-02-25,1
ITA,2020-02-26,3
ITA,2020-02-27,45
ITA,2020-02-28,46
ITA,2020-02-29,46
ITA,2020-03-01,83
ITA,2020-03-02,149
ITA,2020-03-03,160
ITA,2020-03-04,276
ITA,2020-03-05,414
ITA,2020-03-06,523
ITA,2020-03-07,589
ITA,2020-03-08,622
ITA,2020-03-09,724
ITA,2020-03-10,724
ITA,2020-03-11,1045
ITA,2020-03-12,1045
ITA,2020-03-13,1439
ITA,2020-03-14,1966
ITA,2020-03-15,2335
ITA,2020-03-16,2749
ITA,2020-03-17,2941
ITA,2020-03-18,4025
ITA,2020-03-19,4440
ITA,2020-03-20,4440
ITA,2020-03-21,6072
ITA,2020-03-22,7024
ITA,2020-03-23,7024
ITA,2020-03-24,8326
ITA,2020-03-25,9362
ITA,2020-03-26,10361
ITA,2020-03-27,10950
ITA,2020-03-28,12384
ITA,2020-03-29,13030
ITA,2020-03-30,14620
ITA,2020-03-31,15729
ITA,2020-04-01,16847
ITA,2020-04-02,18278
ITA,2020-04-03,19758
ITA,2020-04-04,20996
ITA,2020-04-05,21815
ITA,2020-04-06,22837
ITA,2020-04-07,24392
ITA,2020-04-08,26491
ITA,2020-04-09,28470
ITA,2020-04-10,30455
ITA,2020-04-11,32534
ITA,2020-04-12,34211
ITA,2020-04-13,35435
ITA,2020-04-14,37130
ITA,2020-04-15,38092
ITA,2020-04-16,40164
ITA,2020-04-17,42727
ITA,2020-04-18,44927
ITA,2020-04-19,47055
ITA,2020-04-20,48877
ITA,2020-04-21,51600
ITA,2020-04-22,54543
ITA,2020-04-23,57576
ITA,2020-04-24,60498
ITA,2020-04-25,63120
ITA,2020-04-26,64928
ITA,2020-04-27,66624
ITA,2020-04-28,68941
ITA,2020-04-29,71252
ITA,2020-04-30,75945
ITA,2020-05-01,78249
ITA,2020-05-02,79914
ITA,2020-05-03,81654
ITA,2020-05-04,82879
ITA,2020-05-05,85231
ITA,2020-05-06,93245
ITA,2020-05-07,96276
ITA,2020-05-08,99023
ITA,2020-05-09,103031
ITA,2020-05-10,105186
ITA,2020-05-11,106587
ITA,2020-05-12,109039
ITA,2020-05-13,112541
ITA,2020-05-14,115288
ITA,2020-05-15,120205
ITA,2020-05-16,122810
ITA,2020-05-17,125176
ITA,2020-05-18,127326
ITA,2020-05-19,129401
ITA,2020-05-20,132282
ITA,2020-05-21,134560
ITA,2020-05-22,136720
ITA,2020-05-23,138840
ITA,2020-05-24,140479
ITA,2020-05-25,141981
ITA,2020-05-26,144658
ITA,2020-05-27,147101
ITA,2020-05-28,150604
ITA,2020-05-29,152844
ITA,2020-05-30,155633
ITA,2020-05-31,157507
ITA,2020-06-01,158355
ITA,2020-06-02,160092
ITA,2020-06-03,160938
ITA,2020-06-04,161895
ITA,2020-06-05,163781
ITA,2020-06-06,165078
ITA,2020-06-07,165837
ITA,2020-06-08,166584
ITA,2020-06-09,168646
ITA,2020-06-10,169939
ITA,2020-06-11,171338
ITA,2020-06-12,173085
ITA,2020-06-13,174865
ITA,2020-06-14,176370
ITA,2020-06-15,177010
ITA,2020-06-16,178526
ITA,2020-06-17,179455
ITA,2020-06-18,180544
ITA,2020-06-19,181907
ITA,2020-06-20,182453
ITA,2020-06-21,182893
ITA,2020-06-22,183426
ITA,2020-06-23,184585
ITA,2020-06-24,186111
ITA,2020-06-25,186725
ITA,2020-06-26,187615
ITA,2020-06-27,188584
ITA,2020-06-28,188891
ITA,2020-06-29,189196
ITA,2020-06-30,190248
ITA,2020-07-01,190717
ITA,2020-07-02,191083
ITA,2020-07-03,191467
ITA,2020-07-04,191944
ITA,2020-07-05,192108
ITA,2020-07-06,192241
ITA,2020-07-07,192815
ITA,2020-07-08,193640
ITA,2020-07-09,193978
ITA,2020-07-10,194273
ITA,2020-07-11,194579
ITA,2020-07-12,194928
ITA,2020-07-13,195106
ITA,2020-07-14,195441
ITA,2020-07-15,196016
ITA,2020-07-16,196246
ITA,2020-07-17,196483
ITA,2020-07-18,196806
ITA,2020-07-19,196949
ITA,2020-07-20,197162
ITA,2020-07-21,197431
ITA,2020-07-22,197628
ITA,2020-07-23,197842
ITA,2020-07-24,198192
ITA,2020-07-25,198320
JAM,2020-01-22,0
JAM,2020-01-23,0
JAM,2020-01-24,0
JAM,2020-01-25,0
JAM,2020-01-26,0
JAM,2020-01-27,0
JAM,2020-01-28,0
JAM,2020-01-29,0
JAM,2020-01-30,0
JAM,2020-01-31,0
JAM,2020-02-01,0
JAM,2020-02-02,0
JAM,2020-02-03,0
JAM,2020-02-04,0
JAM,2020-02-05,0
JAM,2020-02-06,0
JAM,2020-02-07,0
JAM,2020-02-08,0
JAM,2020-02-09,0
JAM,2020-02-10,0
JAM,2020-02-11,0
JAM,2020-02-12,0
JAM,2020-02-13,0
JAM,2020-02-14,0
JAM,2020-02-15,0
JAM,2020-02-16,0
JAM,2020-02-17,0
JAM,2020-02-18,0
JAM,2020-02-19,0
JAM,2020-02-20,0
JAM,2020-02-21,0
JAM,2020-02-22,0
JAM,2020-02-23,0
JAM,2020-02-24,0
JAM,2020-02-25,0
JAM,2020-02-26,0
JAM,2020-02-27,0
JAM,2020-02-28,0
JAM,2020-02-29,0
JAM,2020-03-01,0
JAM,2020-03-02,0
JAM,2020-03-03,0
JAM,2020-03-04,0
JAM,2020-03-05,0
JAM,2020-03-06,0
JAM,2020-03-07,0
JAM,2020-03-08,0
JAM,2020-03-09,0
JAM,2020-03-10,0
JAM,2020-03-11,0
JAM,2020-03-12,0
JAM,2020-03-13,0
JAM,2020-03-14,0
JAM,2020-03-15,0
JAM,2020-03-16,2
JAM,2020-03-17,2
JAM,2020-03-18,2
JAM,2020-03-19,2
JAM,2020-03-20,2
JAM,2020-03-21,2
JAM,2020-03-22,2
JAM,2020-03-23,2
JAM,2020-03-24,2
JAM,2020-03-25,2
JAM,2020-03-26,2
JAM,2020-03-27,2
JAM,2020-03-28,2
JAM,2020-03-29,2
JAM,2020-03-30,2
JAM,2020-03-31,2
JAM,2020-04-01,2
JAM,2020-04-02,2
JAM,2020-04-03,2
JAM,2020-04-04,7
JAM,2020-04-05,8
JAM,2020-04-06,8
JAM,2020-04-07,8
JAM,2020-04-08,10
JAM,2020-04-09,12
JAM,2020-04-10,13
JAM,2020-04-11,13
JAM,2020-04-12,13
JAM,2020-04-13,19
JAM,2020-04-14,19
JAM,2020-04-15,21
JAM,2020-04-16,21
JAM,2020-04-17,25
JAM,2020-04-18,25
JAM,2020-04-19,27
JAM,2020-04-20,27
JAM,2020-04-21,27
JAM,2020-04-22,27
JAM,2020-04-23,28
JAM,2020-04-24,28
JAM,2020-04-25,28
JAM,2020-04-26,28
JAM,2020-04-27,29
JAM,2020-04-28,29
JAM,2020-04-29,29
JAM,2020-04-30,29
JAM,2020-05-01,31
JAM,2020-05-02,33
JAM,2020-05-03,38
JAM,2020-05-04,38
JAM,2020-05-05,56
JAM,2020-05-06,57
JAM,2020-05-07,58
JAM,2020-05-08,62
JAM,2020-05-09,62
JAM,2020-05-10,90
JAM,2020-05-11,90
JAM,2020-05-12,100
JAM,2020-05-13,113
JAM,2020-05-14,118
JAM,2020-05-15,121
JAM,2020-05-16,121
JAM,2020-05-17,127
JAM,2020-05-18,131
JAM,2020-05-19,145
JAM,2020-05-20,171
JAM,2020-05-21,181
JAM,2020-05-22,191
JAM,2020-05-23,200
JAM,2020-05-24,211
JAM,2020-05-25,238
JAM,2020-05-26,267
JAM,2020-05-27,279
JAM,2020-05-28,284
JAM,2020-05-29,289
JAM,2020-05-30,290
JAM,2020-05-31,311
JAM,2020-06-01,322
JAM,2020-06-02,356
JAM,2020-06-03,361
JAM,2020-06-04,368
JAM,2020-06-05,385
JAM,2020-06-06,404
JAM,2020-06-07,405
JAM,2020-06-08,405
JAM,2020-06-09,405
JAM,2020-06-10,407
JAM,2020-06-11,408
JAM,2020-06-12,417
JAM,2020-06-13,420
JAM,2020-06-14,420
JAM,2020-06-15,430
JAM,2020-06-16,449
JAM,2020-06-17,451
JAM,2020-06-18,458
JAM,2020-06-19,458
JAM,2020-06-20,462
JAM,2020-06-21,516
JAM,2020-06-22,516
JAM,2020-06-23,518
JAM,2020-06-24,521
JAM,2020-06-25,526
JAM,2020-06-26,539
JAM,2020-06-27,552
JAM,2020-06-28,552
JAM,2020-06-29,553
JAM,2020-06-30,553
JAM,2020-07-01,555
JAM,2020-07-02,560
JAM,2020-07-03,565
JAM,2020-07-04,569
JAM,2020-07-05,584
JAM,2020-07-06,591
JAM,2020-07-07,599
JAM,2020-07-08,600
JAM,2020-07-09,603
JAM,2020-07-10,605
JAM,2020-07-11,615
JAM,2020-07-12,620
JAM,2020-07-13,628
JAM,2020-07-14,643
JAM,2020-07-15,647
JAM,2020-07-16,647
JAM,2020-07-17,678
JAM,2020-07-18,679
JAM,2020-07-19,693
JAM,2020-07-20,706
JAM,2020-07-21,709
JAM,2020-07-22,710
JAM,2020-07-23,711
JAM,2020-07-24,711
JAM,2020-07-25,711
JOR,2020-01-22,0
JOR,2020-01-23,0
JOR,2020-01-24,0
JOR,2020-01-25,0
JOR,2020-01-26,0
JOR,2020-01-27,0
JOR,2020-01-28,0
JOR,2020-01-29,0
JOR,2020-01-30,0
JOR,2020-01-31,0
JOR,2020-02-01,0
JOR,2020-02-02,0
JOR,2020-02-03,0
JOR,2020-02-04,0
JOR,2020-02-05,0
JOR,2020-02-06,0
JOR,2020-02-07,0
JOR,2020-02-08,0
JOR,2020-02-09,0
JOR,2020-02-10,0
JOR,2020-02-11,0
JOR,2020-02-12,0
JOR,2020-02-13,0
JOR,2020-02-14,0
JOR,2020-02-15,0
JOR,2020-02-16,0
JOR,2020-02-17,0
JOR,2020-02-18,0
JOR,2020-02-19,0
JOR,2020-02-20,0
JOR,2020-02-21,0
JOR,2020-02-22,0
JOR,2020-02-23,0
JOR,2020-02-24,0
JOR,2020-02-25,0
JOR,2020-02-26,0
JOR,2020-02-27,0
JOR,2020-02-28,0
JOR,2020-02-29,0
JOR,2020-03-01,0
JOR,2020-03-02,0
JOR,2020-03-03,0
JOR,2020-03-04,0
JOR,2020-03-05,0
JOR,2020-03-06,0
JOR,2020-03-07,0
JOR,2020-03-08,0
JOR,2020-03-09,0
JOR,2020-03-10,0
JOR,2020-03-11,0
JOR,2020-03-12,0
JOR,2020-03-13,1
JOR,2020-03-14,1
JOR,2020-03-15,1
JOR,2020-03-16,1
JOR,2020-03-17,1
JOR,2020-03-18,1
JOR,2020-03-19,1
JOR,2020-03-20,1
JOR,2020-03-21,1
JOR,2020-03-22,1
JOR,2020-03-23,1
JOR,2020-03-24,1
JOR,2020-03-25,1
JOR,2020-03-26,1
JOR,2020-03-27,18
JOR,2020-03-28,18
JOR,2020-03-29,18
JOR,2020-03-30,26
JOR,2020-03-31,30
JOR,2020-04-01,36
JOR,2020-04-02,45
JOR,2020-04-03,58
JOR,2020-04-04,74
JOR,2020-04-05,110
JOR,2020-04-06,126
JOR,2020-04-07,138
JOR,2020-04-08,150
JOR,2020-04-09,161
JOR,2020-04-10,170
JOR,2020-04-11,177
JOR,2020-04-12,201
JOR,2020-04-13,215
JOR,2020-04-14,235
JOR,2020-04-15,250
JOR,2020-04-16,259
JOR,2020-04-17,265
JOR,2020-04-18,269
JOR,2020-04-19,276
JOR,2020-04-20,282
JOR,2020-04-21,297
JOR,2020-04-22,315
JOR,2020-04-23,318
JOR,2020-04-24,326
JOR,2020-04-25,332
JOR,2020-04-26,337
JOR,2020-04-27,342
JOR,2020-04-28,348
JOR,2020-04-29,356
JOR,2020-04-30,362
JOR,2020-05-01,364
JOR,2020-05-02,367
JOR,2020-05-03,367
JOR,2020-05-04,370
JOR,2020-05-05,375
JOR,2020-05-06,377
JOR,2020-05-07,381
JOR,2020-05-08,385
JOR,2020-05-09,387
JOR,2020-05-10,389
JOR,2020-05-11,390
JOR,2020-05-12,390
JOR,2020-05-13,392
JOR,2020-05-14,393
JOR,2020-05-15,401
JOR,2020-05-16,404
JOR,2020-05-17,408
JOR,2020-05-18,413
JOR,2020-05-19,417
JOR,2020-05-20,446
JOR,2020-05-21,457
JOR,2020-05-22,461
JOR,2020-05-23,470
JOR,2020-05-24,471
JOR,2020-05-25,479
JOR,2020-05-26,586
JOR,2020-05-27,586
JOR,2020-05-28,497
JOR,2020-05-29,507
JOR,2020-05-30,507
JOR,2020-05-31,522
JOR,2020-06-01,535
JOR,2020-06-02,549
JOR,2020-06-03,561
JOR,2020-06-04,566
JOR,2020-06-05,571
JOR,2020-06-06,586
JOR,2020-06-07,607
JOR,2020-06-08,627
JOR,2020-06-09,657
JOR,2020-06-10,663
JOR,2020-06-11,670
JOR,2020-06-12,671
JOR,2020-06-13,678
JOR,2020-06-14,682
JOR,2020-06-15,692
JOR,2020-06-16,693
JOR,2020-06-17,693
JOR,2020-06-18,697
JOR,2020-06-19,708
JOR,2020-06-20,722
JOR,2020-06-21,739
JOR,2020-06-22,751
JOR,2020-06-23,772
JOR,2020-06-24,782
JOR,2020-06-25,797
JOR,2020-06-26,830
JOR,2020-06-27,841
JOR,2020-06-28,860
JOR,2020-06-29,867
JOR,2020-06-30,882
JOR,2020-07-01,886
JOR,2020-07-02,889
JOR,2020-07-03,897
JOR,2020-07-04,902
JOR,2020-07-05,942
JOR,2020-07-06,957
JOR,2020-07-07,969
JOR,2020-07-08,977
JOR,2020-07-09,982
JOR,2020-07-10,986
JOR,2020-07-11,991
JOR,2020-07-12,997
JOR,2020-07-13,1008
JOR,2020-07-14,1013
JOR,2020-07-15,1016
JOR,2020-07-16,1019
JOR,2020-07-17,1021
JOR,2020-07-18,1022
JOR,2020-07-19,1024
JOR,2020-07-20,1028
JOR,2020-07-21,1034
JOR,2020-07-22,1035
JOR,2020-07-23,1035
JOR,2020-07-24,1035
JOR,2020-07-25,1036
JPN,2020-01-22,0
JPN,2020-01-23,0
JPN,2020-01-24,0
JPN,2020-01-25,0
JPN,2020-01-26,1
JPN,2020-01-27,1
JPN,2020-01-28,1
JPN,2020-01-29,1
JPN,2020-01-30,1
JPN,2020-01-31,1
JPN,2020-02-01,1
JPN,2020-02-02,1
JPN,2020-02-03,1
JPN,2020-02-04,1
JPN,2020-02-05,1
JPN,2020-02-06,1
JPN,2020-02-07,1
JPN,2020-02-08,1
JPN,2020-02-09,1
JPN,2020-02-10,4
JPN,2020-02-11,9
JPN,2020-02-12,9
JPN,2020-02-13,9
JPN,2020-02-14,9
JPN,2020-02-15,12
JPN,2020-02-16,12
JPN,2020-02-17,12
JPN,2020-02-18,13
JPN,2020-02-19,18
JPN,2020-02-20,18
JPN,2020-02-21,22
JPN,2020-02-22,22
JPN,2020-02-23,22
JPN,2020-02-24,22
JPN,2020-02-25,22
JPN,2020-02-26,22
JPN,2020-02-27,22
JPN,2020-02-28,22
JPN,2020-02-29,32
JPN,2020-03-01,32
JPN,2020-03-02,32
JPN,2020-03-03,43
JPN,2020-03-04,43
JPN,2020-03-05,43
JPN,2020-03-06,46
JPN,2020-03-07,76
JPN,2020-03-08,76
JPN,2020-03-09,76
JPN,2020-03-10,101
JPN,2020-03-11,118
JPN,2020-03-12,118
JPN,2020-03-13,118
JPN,2020-03-14,118
JPN,2020-03-15,118
JPN,2020-03-16,144
JPN,2020-03-17,144
JPN,2020-03-18,144
JPN,2020-03-19,150
JPN,2020-03-20,191
JPN,2020-03-21,232
JPN,2020-03-22,235
JPN,2020-03-23,235
JPN,2020-03-24,285
JPN,2020-03-25,310
JPN,2020-03-26,359
JPN,2020-03-27,372
JPN,2020-03-28,404
JPN,2020-03-29,424
JPN,2020-03-30,424
JPN,2020-03-31,424
JPN,2020-04-01,472
JPN,2020-04-02,472
JPN,2020-04-03,514
JPN,2020-04-04,514
JPN,2020-04-05,514
JPN,2020-04-06,575
JPN,2020-04-07,592
JPN,2020-04-08,622
JPN,2020-04-09,632
JPN,2020-04-10,685
JPN,2020-04-11,762
JPN,2020-04-12,762
JPN,2020-04-13,784
JPN,2020-04-14,799
JPN,2020-04-15,853
JPN,2020-04-16,901
JPN,2020-04-17,935
JPN,2020-04-18,1069
JPN,2020-04-19,1159
JPN,2020-04-20,1159
JPN,2020-04-21,1239
JPN,2020-04-22,1356
JPN,2020-04-23,1494
JPN,2020-04-24,1530
JPN,2020-04-25,1656
JPN,2020-04-26,1809
JPN,2020-04-27,1899
JPN,2020-04-28,1899
JPN,2020-04-29,2368
JPN,2020-04-30,2460
JPN,2020-05-01,2975
JPN,2020-05-02,3205
JPN,2020-05-03,3981
JPN,2020-05-04,4156
JPN,2020-05-05,4496
JPN,2020-05-06,4496
JPN,2020-05-07,4918
JPN,2020-05-08,5146
JPN,2020-05-09,5906
JPN,2020-05-10,8127
JPN,2020-05-11,8293
JPN,2020-05-12,8531
JPN,2020-05-13,8920
JPN,2020-05-14,9868
JPN,2020-05-15,10338
JPN,2020-05-16,10338
JPN,2020-05-17,11153
JPN,2020-05-18,11564
JPN,2020-05-19,11564
JPN,2020-05-20,11564
JPN,2020-05-21,12672
JPN,2020-05-22,13005
JPN,2020-05-23,13244
JPN,2020-05-24,13413
JPN,2020-05-25,13612
JPN,2020-05-26,13810
JPN,2020-05-27,13973
JPN,2020-05-28,14096
JPN,2020-05-29,14213
JPN,2020-05-30,14267
JPN,2020-05-31,14342
JPN,2020-06-01,14463
JPN,2020-06-02,14585
JPN,2020-06-03,14702
JPN,2020-06-04,14785
JPN,2020-06-05,14925
JPN,2020-06-06,14927
JPN,2020-06-07,14990
JPN,2020-06-08,15043
JPN,2020-06-09,15141
JPN,2020-06-10,15217
JPN,2020-06-11,15233
JPN,2020-06-12,15362
JPN,2020-06-13,15458
JPN,2020-06-14,15514
JPN,2020-06-15,15567
JPN,2020-06-16,15652
JPN,2020-06-17,15753
JPN,2020-06-18,15753
JPN,2020-06-19,15844
JPN,2020-06-20,15948
JPN,2020-06-21,15948
JPN,2020-06-22,15957
JPN,2020-06-23,16096
JPN,2020-06-24,16101
JPN,2020-06-25,16142
JPN,2020-06-26,16224
JPN,2020-06-27,16293
JPN,2020-06-28,16327
JPN,2020-06-29,16388
JPN,2020-06-30,16458
JPN,2020-07-01,16563
JPN,2020-07-02,16615
JPN,2020-07-03,16721
JPN,2020-07-04,16832
JPN,2020-07-05,16870
JPN,2020-07-06,17007
JPN,2020-07-07,17057
JPN,2020-07-08,17057
JPN,2020-07-09,17412
JPN,2020-07-10,17494
JPN,2020-07-11,17494
JPN,2020-07-12,17845
JPN,2020-07-13,18058
JPN,2020-07-14,18126
JPN,2020-07-15,18126
JPN,2020-07-16,18641
JPN,2020-07-17,18944
JPN,2020-07-18,19211
JPN,2020-07-19,19211
JPN,2020-07-20,19603
JPN,2020-07-21,20001
JPN,2020-07-22,20482
JPN,2020-07-23,20878
JPN,2020-07-24,21173
JPN,2020-07-25,21464
KAZ,2020-01-22,0
KAZ,2020-01-23,0
KAZ,2020-01-24,0
KAZ,2020-01-25,0
KAZ,2020-01-26,0
KAZ,2020-01-27,0
KAZ,2020-01-28,0
KAZ,2020-01-29,0
KAZ,2020-01-30,0
KAZ,2020-01-31,0
KAZ,2020-02-01,0
KAZ,2020-02-02,0
KAZ,2020-02-03,0
KAZ,2020-02-04,0
KAZ,2020-02-05,0
KAZ,2020-02-06,0
KAZ,2020-02-07,0
KAZ,2020-02-08,0
KAZ,2020-02-09,0
KAZ,2020-02-10,0
KAZ,2020-02-11,0
KAZ,2020-02-12,0
KAZ,2020-02-13,0
KAZ,2020-02-14,0
KAZ,2020-02-15,0
KAZ,2020-02-16,0
KAZ,2020-02-17,0
KAZ,2020-02-18,0
KAZ,2020-02-19,0
KAZ,2020-02-20,0
KAZ,2020-02-21,0
KAZ,2020-02-22,0
KAZ,2020-02-23,0
KAZ,2020-02-24,0
KAZ,2020-02-25,0
KAZ,2020-02-26,0
KAZ,2020-02-27,0
KAZ,2020-02-28,0
KAZ,2020-02-29,0
KAZ,2020-03-01,0
KAZ,2020-03-02,0
KAZ,2020-03-03,0
KAZ,2020-03-04,0
KAZ,2020-03-05,0
KAZ,2020-03-06,0
KAZ,2020-03-07,0
KAZ,2020-03-08,0
KAZ,2020-03-09,0
KAZ,2020-03-10,0
KAZ,2020-03-11,0
KAZ,2020-03-12,0
KAZ,2020-03-13,0
KAZ,2020-03-14,0
KAZ,2020-03-15,0
KAZ,2020-03-16,0
KAZ,2020-03-17,0
KAZ,2020-03-18,0
KAZ,2020-03-19,0
KAZ,2020-03-20,0
KAZ,2020-03-21,0
KAZ,2020-03-22,0
KAZ,2020-03-23,0
KAZ,2020-03-24,0
KAZ,2020-03-25,0
KAZ,2020-03-26,2
KAZ,2020-03-27,3
KAZ,2020-03-28,16
KAZ,2020-03-29,20
KAZ,2020-03-30,21
KAZ,2020-03-31,24
KAZ,2020-04-01,26
KAZ,2020-04-02,27
KAZ,2020-04-03,29
KAZ,2020-04-04,36
KAZ,2020-04-05,42
KAZ,2020-04-06,46
KAZ,2020-04-07,51
KAZ,2020-04-08,54
KAZ,2020-04-09,60
KAZ,2020-04-10,64
KAZ,2020-04-11,81
KAZ,2020-04-12,99
KAZ,2020-04-13,138
KAZ,2020-04-14,203
KAZ,2020-04-15,240
KAZ,2020-04-16,277
KAZ,2020-04-17,347
KAZ,2020-04-18,377
KAZ,2020-04-19,400
KAZ,2020-04-20,447
KAZ,2020-04-21,489
KAZ,2020-04-22,515
KAZ,2020-04-23,560
KAZ,2020-04-24,604
KAZ,2020-04-25,646
KAZ,2020-04-26,682
KAZ,2020-04-27,720
KAZ,2020-04-28,774
KAZ,2020-04-29,819
KAZ,2020-04-30,866
KAZ,2020-05-01,922
KAZ,2020-05-02,985
KAZ,2020-05-03,1084
KAZ,2020-05-04,1173
KAZ,2020-05-05,1279
KAZ,2020-05-06,1408
KAZ,2020-05-07,1518
KAZ,2020-05-08,1631
KAZ,2020-05-09,1776
KAZ,2020-05-10,1941
KAZ,2020-05-11,2074
KAZ,2020-05-12,2223
KAZ,2020-05-13,2408
KAZ,2020-05-14,2531
KAZ,2020-05-15,2707
KAZ,2020-05-16,2980
KAZ,2020-05-17,3256
KAZ,2020-05-18,3469
KAZ,2020-05-19,3598
KAZ,2020-05-20,3734
KAZ,2020-05-21,3843
KAZ,2020-05-22,4096
KAZ,2020-05-23,4214
KAZ,2020-05-24,4352
KAZ,2020-05-25,4515
KAZ,2020-05-26,4613
KAZ,2020-05-27,4768
KAZ,2020-05-28,4900
KAZ,2020-05-29,5057
KAZ,2020-05-30,5220
KAZ,2020-05-31,5404
KAZ,2020-06-01,5587
KAZ,2020-06-02,5941
KAZ,2020-06-03,6240
KAZ,2020-06-04,6606
KAZ,2020-06-05,6903
KAZ,2020-06-06,7135
KAZ,2020-06-07,7376
KAZ,2020-06-08,7376
KAZ,2020-06-09,8015
KAZ,2020-06-10,8345
KAZ,2020-06-11,8593
KAZ,2020-06-12,8829
KAZ,2020-06-13,8829
KAZ,2020-06-14,9188
KAZ,2020-06-15,9388
KAZ,2020-06-16,9647
KAZ,2020-06-17,9920
KAZ,2020-06-18,10065
KAZ,2020-06-19,10411
KAZ,2020-06-20,10671
KAZ,2020-06-21,10897
KAZ,2020-06-22,11158
KAZ,2020-06-23,11514
KAZ,2020-06-24,11882
KAZ,2020-06-25,12220
KAZ,2020-06-26,12548
KAZ,2020-06-27,12738
KAZ,2020-06-28,12933
KAZ,2020-06-29,13008
KAZ,2020-06-30,13558
KAZ,2020-07-01,14059
KAZ,2020-07-02,14777
KAZ,2020-07-03,15276
KAZ,2020-07-04,15556
KAZ,2020-07-05,15860
KAZ,2020-07-06,15860
KAZ,2020-07-07,16298
KAZ,2020-07-08,35137
KAZ,2020-07-09,35137
KAZ,2020-07-10,32500
KAZ,2020-07-11,33814
KAZ,2020-07-12,33814
KAZ,2020-07-13,35911
KAZ,2020-07-14,38008
KAZ,2020-07-15,39066
KAZ,2020-07-16,40256
KAZ,2020-07-17,40256
KAZ,2020-07-18,40256
KAZ,2020-07-19,43029
KAZ,2020-07-20,43401
KAZ,2020-07-21,46790
KAZ,2020-07-22,46790
KAZ,2020-07-23,49488
KAZ,2020-07-24,51260
KAZ,2020-07-25,51823
KEN,2020-01-22,0
KEN,2020-01-23,0
KEN,2020-01-24,0
KEN,2020-01-25,0
KEN,2020-01-26,0
KEN,2020-01-27,0
KEN,2020-01-28,0
KEN,2020-01-29,0
KEN,2020-01-30,0
KEN,2020-01-31,0
KEN,2020-02-01,0
KEN,2020-02-02,0
KEN,2020-02-03,0
KEN,2020-02-04,0
KEN,2020-02-05,0
KEN,2020-02-06,0
KEN,2020-02-07,0
KEN,2020-02-08,0
KEN,2020-02-09,0
KEN,2020-02-10,0
KEN,2020-02-11,0
KEN,2020-02-12,0
KEN,2020-02-13,0
KEN,2020-02-14,0
KEN,2020-02-15,0
KEN,2020-02-16,0
KEN,2020-02-17,0
KEN,2020-02-18,0
KEN,2020-02-19,0
KEN,2020-02-20,0
KEN,2020-02-21,0
KEN,2020-02-22,0
KEN,2020-02-23,0
KEN,2020-02-24,0
KEN,2020-02-25,0
KEN,2020-02-26,0
KEN,2020-02-27,0
KEN,2020-02-28,0
KEN,2020-02-29,0
KEN,2020-03-01,0
KEN,2020-03-02,0
KEN,2020-03-03,0
KEN,2020-03-04,0
KEN,2020-03-05,0
KEN,2020-03-06,0
KEN,2020-03-07,0
KEN,2020-03-08,0
KEN,2020-03-09,0
KEN,2020-03-10,0
KEN,2020-03-11,0
KEN,2020-03-12,0
KEN,2020-03-13,0
KEN,2020-03-14,0
KEN,2020-03-15,0
KEN,2020-03-16,0
KEN,2020-03-17,0
KEN,2020-03-18,0
KEN,2020-03-19,0
KEN,2020-03-20,0
KEN,2020-03-21,0
KEN,2020-03-22,0
KEN,2020-03-23,0
KEN,2020-03-24,0
KEN,2020-03-25,1
KEN,2020-03-26,1
KEN,2020-03-27,1
KEN,2020-03-28,1
KEN,2020-03-29,1
KEN,2020-03-30,1
KEN,2020-03-31,1
KEN,2020-04-01,3
KEN,2020-04-02,4
KEN,2020-04-03,4
KEN,2020-04-04,4
KEN,2020-04-05,4
KEN,2020-04-06,4
KEN,2020-04-07,7
KEN,2020-04-08,9
KEN,2020-04-09,12
KEN,2020-04-10,22
KEN,2020-04-11,24
KEN,2020-04-12,25
KEN,2020-04-13,40
KEN,2020-04-14,41
KEN,2020-04-15,53
KEN,2020-04-16,53
KEN,2020-04-17,53
KEN,2020-04-18,60
KEN,2020-04-19,67
KEN,2020-04-20,69
KEN,2020-04-21,74
KEN,2020-04-22,74
