country,date,jhu-cases
LBN,2020-05-08,796
LBN,2020-05-09,809
LBN,2020-05-10,845
LBN,2020-05-11,859
LBN,2020-05-12,870
LBN,2020-05-13,878
LBN,2020-05-14,886
LBN,2020-05-15,891
LBN,2020-05-16,902
LBN,2020-05-17,911
LBN,2020-05-18,931
LBN,2020-05-19,954
LBN,2020-05-20,961
LBN,2020-05-21,1024
LBN,2020-05-22,1086
LBN,2020-05-23,1097
LBN,2020-05-24,1114
LBN,2020-05-25,1119
LBN,2020-05-26,1140
LBN,2020-05-27,1161
LBN,2020-05-28,1168
LBN,2020-05-29,1172
LBN,2020-05-30,1191
LBN,2020-05-31,1220
LBN,2020-06-01,1233
LBN,2020-06-02,1242
LBN,2020-06-03,1256
LBN,2020-06-04,1306
LBN,2020-06-05,1312
LBN,2020-06-06,1320
LBN,2020-06-07,1331
LBN,2020-06-08,1350
LBN,2020-06-09,1368
LBN,2020-06-10,1388
LBN,2020-06-11,1402
LBN,2020-06-12,1422
LBN,2020-06-13,1442
LBN,2020-06-14,1446
LBN,2020-06-15,1464
LBN,2020-06-16,1473
LBN,2020-06-17,1489
LBN,2020-06-18,1495
LBN,2020-06-19,1510
LBN,2020-06-20,1536
LBN,2020-06-21,1587
LBN,2020-06-22,1603
LBN,2020-06-23,1622
LBN,2020-06-24,1644
LBN,2020-06-25,1662
LBN,2020-06-26,1697
LBN,2020-06-27,1719
LBN,2020-06-28,1740
LBN,2020-06-29,1745
LBN,2020-06-30,1778
LBN,2020-07-01,1788
LBN,2020-07-02,1796
LBN,2020-07-03,1830
LBN,2020-07-04,1855
LBN,2020-07-05,1873
LBN,2020-07-06,1885
LBN,2020-07-07,1907
LBN,2020-07-08,1946
LBN,2020-07-09,2011
LBN,2020-07-10,2082
LBN,2020-07-11,2168
LBN,2020-07-12,2334
LBN,2020-07-13,2419
LBN,2020-07-14,2451
LBN,2020-07-15,2542
LBN,2020-07-16,2599
LBN,2020-07-17,2700
LBN,2020-07-18,2775
LBN,2020-07-19,2859
LBN,2020-07-20,2905
LBN,2020-07-21,2980
LBN,2020-07-22,3104
LBN,2020-07-23,3260
LBN,2020-07-24,3407
LBN,2020-07-25,3582
LBR,2020-01-22,0
LBR,2020-01-23,0
LBR,2020-01-24,0
LBR,2020-01-25,0
LBR,2020-01-26,0
LBR,2020-01-27,0
LBR,2020-01-28,0
LBR,2020-01-29,0
LBR,2020-01-30,0
LBR,2020-01-31,0
LBR,2020-02-01,0
LBR,2020-02-02,0
LBR,2020-02-03,0
LBR,2020-02-04,0
LBR,2020-02-05,0
LBR,2020-02-06,0
LBR,2020-02-07,0
LBR,2020-02-08,0
LBR,2020-02-09,0
LBR,2020-02-10,0
LBR,2020-02-11,0
LBR,2020-02-12,0
LBR,2020-02-13,0
LBR,2020-02-14,0
LBR,2020-02-15,0
LBR,2020-02-16,0
LBR,2020-02-17,0
LBR,2020-02-18,0
LBR,2020-02-19,0
LBR,2020-02-20,0
LBR,2020-02-21,0
LBR,2020-02-22,0
LBR,2020-02-23,0
LBR,2020-02-24,0
LBR,2020-02-25,0
LBR,2020-02-26,0
LBR,2020-02-27,0
LBR,2020-02-28,0
LBR,2020-02-29,0
LBR,2020-03-01,0
LBR,2020-03-02,0
LBR,2020-03-03,0
LBR,2020-03-04,0
LBR,2020-03-05,0
LBR,2020-03-06,0
LBR,2020-03-07,0
LBR,2020-03-08,0
LBR,2020-03-09,0
LBR,2020-03-10,0
LBR,2020-03-11,0
LBR,2020-03-12,0
LBR,2020-03-13,0
LBR,2020-03-14,0
LBR,2020-03-15,0
LBR,2020-03-16,1
LBR,2020-03-17,1
LBR,2020-03-18,2
LBR,2020-03-19,2
LBR,2020-03-20,2
LBR,2020-03-21,3
LBR,2020-03-22,3
LBR,2020-03-23,3
LBR,2020-03-24,3
LBR,2020-03-25,3
LBR,2020-03-26,3
LBR,2020-03-27,3
LBR,2020-03-28,3
LBR,2020-03-29,3
LBR,2020-03-30,3
LBR,2020-03-31,3
LBR,2020-04-01,6
LBR,2020-04-02,6
LBR,2020-04-03,7
LBR,2020-04-04,10
LBR,2020-04-05,13
LBR,2020-04-06,14
LBR,2020-04-07,14
LBR,2020-04-08,31
LBR,2020-04-09,31
LBR,2020-04-10,37
LBR,2020-04-11,48
LBR,2020-04-12,50
LBR,2020-04-13,59
LBR,2020-04-14,59
LBR,2020-04-15,59
LBR,2020-04-16,59
LBR,2020-04-17,76
LBR,2020-04-18,76
LBR,2020-04-19,91
LBR,2020-04-20,99
LBR,2020-04-21,101
LBR,2020-04-22,101
LBR,2020-04-23,101
LBR,2020-04-24,117
LBR,2020-04-25,120
LBR,2020-04-26,124
LBR,2020-04-27,124
LBR,2020-04-28,141
LBR,2020-04-29,141
LBR,2020-04-30,141
LBR,2020-05-01,152
LBR,2020-05-02,154
LBR,2020-05-03,158
LBR,2020-05-04,166
LBR,2020-05-05,170
LBR,2020-05-06,178
LBR,2020-05-07,189
LBR,2020-05-08,199
LBR,2020-05-09,199
LBR,2020-05-10,199
LBR,2020-05-11,211
LBR,2020-05-12,211
LBR,2020-05-13,213
LBR,2020-05-14,215
LBR,2020-05-15,219
LBR,2020-05-16,223
LBR,2020-05-17,226
LBR,2020-05-18,229
LBR,2020-05-19,233
LBR,2020-05-20,238
LBR,2020-05-21,240
LBR,2020-05-22,249
LBR,2020-05-23,255
LBR,2020-05-24,265
LBR,2020-05-25,265
LBR,2020-05-26,266
LBR,2020-05-27,266
LBR,2020-05-28,269
LBR,2020-05-29,273
LBR,2020-05-30,280
LBR,2020-05-31,288
LBR,2020-06-01,296
LBR,2020-06-02,311
LBR,2020-06-03,316
LBR,2020-06-04,321
LBR,2020-06-05,334
LBR,2020-06-06,345
LBR,2020-06-07,359
LBR,2020-06-08,370
LBR,2020-06-09,383
LBR,2020-06-10,397
LBR,2020-06-11,410
LBR,2020-06-12,421
LBR,2020-06-13,446
LBR,2020-06-14,458
LBR,2020-06-15,498
LBR,2020-06-16,509
LBR,2020-06-17,516
LBR,2020-06-18,542
LBR,2020-06-19,581
LBR,2020-06-20,601
LBR,2020-06-21,626
LBR,2020-06-22,650
LBR,2020-06-23,652
LBR,2020-06-24,662
LBR,2020-06-25,681
LBR,2020-06-26,684
LBR,2020-06-27,729
LBR,2020-06-28,768
LBR,2020-06-29,770
LBR,2020-06-30,780
LBR,2020-07-01,804
LBR,2020-07-02,819
LBR,2020-07-03,833
LBR,2020-07-04,869
LBR,2020-07-05,874
LBR,2020-07-06,891
LBR,2020-07-07,917
LBR,2020-07-08,926
LBR,2020-07-09,957
LBR,2020-07-10,963
LBR,2020-07-11,998
LBR,2020-07-12,1010
LBR,2020-07-13,1024
LBR,2020-07-14,1024
LBR,2020-07-15,1056
LBR,2020-07-16,1070
LBR,2020-07-17,1085
LBR,2020-07-18,1088
LBR,2020-07-19,1091
LBR,2020-07-20,1107
LBR,2020-07-21,1108
LBR,2020-07-22,1114
LBR,2020-07-23,1117
LBR,2020-07-24,1135
LBR,2020-07-25,1155
LBY,2020-01-22,0
LBY,2020-01-23,0
LBY,2020-01-24,0
LBY,2020-01-25,0
LBY,2020-01-26,0
LBY,2020-01-27,0
LBY,2020-01-28,0
LBY,2020-01-29,0
LBY,2020-01-30,0
LBY,2020-01-31,0
LBY,2020-02-01,0
LBY,2020-02-02,0
LBY,2020-02-03,0
LBY,2020-02-04,0
LBY,2020-02-05,0
LBY,2020-02-06,0
LBY,2020-02-07,0
LBY,2020-02-08,0
LBY,2020-02-09,0
LBY,2020-02-10,0
LBY,2020-02-11,0
LBY,2020-02-12,0
LBY,2020-02-13,0
LBY,2020-02-14,0
LBY,2020-02-15,0
LBY,2020-02-16,0
LBY,2020-02-17,0
LBY,2020-02-18,0
LBY,2020-02-19,0
LBY,2020-02-20,0
LBY,2020-02-21,0
LBY,2020-02-22,0
LBY,2020-02-23,0
LBY,2020-02-24,0
LBY,2020-02-25,0
LBY,2020-02-26,0
LBY,2020-02-27,0
LBY,2020-02-28,0
LBY,2020-02-29,0
LBY,2020-03-01,0
LBY,2020-03-02,0
LBY,2020-03-03,0
LBY,2020-03-04,0
LBY,2020-03-05,0
LBY,2020-03-06,0
LBY,2020-03-07,0
LBY,2020-03-08,0
LBY,2020-03-09,0
LBY,2020-03-10,0
LBY,2020-03-11,0
LBY,2020-03-12,0
LBY,2020-03-13,0
LBY,2020-03-14,0
LBY,2020-03-15,0
LBY,2020-03-16,0
LBY,2020-03-17,0
LBY,2020-03-18,0
LBY,2020-03-19,0
LBY,2020-03-20,0
LBY,2020-03-21,0
LBY,2020-03-22,0
LBY,2020-03-23,0
LBY,2020-03-24,1
LBY,2020-03-25,1
LBY,2020-03-26,1
LBY,2020-03-27,1
LBY,2020-03-28,3
LBY,2020-03-29,8
LBY,2020-03-30,8
LBY,2020-03-31,10
LBY,2020-04-01,10
LBY,2020-04-02,11
LBY,2020-04-03,11
LBY,2020-04-04,18
LBY,2020-04-05,18
LBY,2020-04-06,19
LBY,2020-04-07,20
LBY,2020-04-08,21
LBY,2020-04-09,24
LBY,2020-04-10,24
LBY,2020-04-11,24
LBY,2020-04-12,25
LBY,2020-04-13,26
LBY,2020-04-14,35
LBY,2020-04-15,48
LBY,2020-04-16,49
LBY,2020-04-17,49
LBY,2020-04-18,49
LBY,2020-04-19,51
LBY,2020-04-20,51
LBY,2020-04-21,51
LBY,2020-04-22,59
LBY,2020-04-23,60
LBY,2020-04-24,61
LBY,2020-04-25,61
LBY,2020-04-26,61
LBY,2020-04-27,61
LBY,2020-04-28,61
LBY,2020-04-29,61
LBY,2020-04-30,61
LBY,2020-05-01,63
LBY,2020-05-02,63
LBY,2020-05-03,63
LBY,2020-05-04,63
LBY,2020-05-05,63
LBY,2020-05-06,64
LBY,2020-05-07,64
LBY,2020-05-08,64
LBY,2020-05-09,64
LBY,2020-05-10,64
LBY,2020-05-11,64
LBY,2020-05-12,64
LBY,2020-05-13,64
LBY,2020-05-14,64
LBY,2020-05-15,64
LBY,2020-05-16,65
LBY,2020-05-17,65
LBY,2020-05-18,65
LBY,2020-05-19,68
LBY,2020-05-20,69
LBY,2020-05-21,71
LBY,2020-05-22,72
LBY,2020-05-23,75
LBY,2020-05-24,75
LBY,2020-05-25,75
LBY,2020-05-26,77
LBY,2020-05-27,99
LBY,2020-05-28,105
LBY,2020-05-29,118
LBY,2020-05-30,130
LBY,2020-05-31,156
LBY,2020-06-01,168
LBY,2020-06-02,182
LBY,2020-06-03,196
LBY,2020-06-04,209
LBY,2020-06-05,239
LBY,2020-06-06,256
LBY,2020-06-07,256
LBY,2020-06-08,332
LBY,2020-06-09,359
LBY,2020-06-10,378
LBY,2020-06-11,393
LBY,2020-06-12,409
LBY,2020-06-13,418
LBY,2020-06-14,454
LBY,2020-06-15,467
LBY,2020-06-16,484
LBY,2020-06-17,500
LBY,2020-06-18,510
LBY,2020-06-19,520
LBY,2020-06-20,544
LBY,2020-06-21,571
LBY,2020-06-22,595
LBY,2020-06-23,639
LBY,2020-06-24,670
LBY,2020-06-25,698
LBY,2020-06-26,713
LBY,2020-06-27,727
LBY,2020-06-28,762
LBY,2020-06-29,802
LBY,2020-06-30,824
LBY,2020-07-01,874
LBY,2020-07-02,891
LBY,2020-07-03,918
LBY,2020-07-04,989
LBY,2020-07-05,1046
LBY,2020-07-06,1117
LBY,2020-07-07,1182
LBY,2020-07-08,1268
LBY,2020-07-09,1342
LBY,2020-07-10,1342
LBY,2020-07-11,1389
LBY,2020-07-12,1433
LBY,2020-07-13,1512
LBY,2020-07-14,1563
LBY,2020-07-15,1589
LBY,2020-07-16,1652
LBY,2020-07-17,1704
LBY,2020-07-18,1791
LBY,2020-07-19,1866
LBY,2020-07-20,1980
LBY,2020-07-21,2088
LBY,2020-07-22,2176
LBY,2020-07-23,2314
LBY,2020-07-24,2424
LBY,2020-07-25,2547
LCA,2020-01-22,0
LCA,2020-01-23,0
LCA,2020-01-24,0
LCA,2020-01-25,0
LCA,2020-01-26,0
LCA,2020-01-27,0
LCA,2020-01-28,0
LCA,2020-01-29,0
LCA,2020-01-30,0
LCA,2020-01-31,0
LCA,2020-02-01,0
LCA,2020-02-02,0
LCA,2020-02-03,0
LCA,2020-02-04,0
LCA,2020-02-05,0
LCA,2020-02-06,0
LCA,2020-02-07,0
LCA,2020-02-08,0
LCA,2020-02-09,0
LCA,2020-02-10,0
LCA,2020-02-11,0
LCA,2020-02-12,0
LCA,2020-02-13,0
LCA,2020-02-14,0
LCA,2020-02-15,0
LCA,2020-02-16,0
LCA,2020-02-17,0
LCA,2020-02-18,0
LCA,2020-02-19,0
LCA,2020-02-20,0
LCA,2020-02-21,0
LCA,2020-02-22,0
LCA,2020-02-23,0
LCA,2020-02-24,0
LCA,2020-02-25,0
LCA,2020-02-26,0
LCA,2020-02-27,0
LCA,2020-02-28,0
LCA,2020-02-29,0
LCA,2020-03-01,0
LCA,2020-03-02,0
LCA,2020-03-03,0
LCA,2020-03-04,0
LCA,2020-03-05,0
LCA,2020-03-06,0
LCA,2020-03-07,0
LCA,2020-03-08,0
LCA,2020-03-09,0
LCA,2020-03-10,0
LCA,2020-03-11,0
LCA,2020-03-12,0
LCA,2020-03-13,0
LCA,2020-03-14,1
LCA,2020-03-15,2
LCA,2020-03-16,2
LCA,2020-03-17,2
LCA,2020-03-18,2
LCA,2020-03-19,2
LCA,2020-03-20,2
LCA,2020-03-21,2
LCA,2020-03-22,2
LCA,2020-03-23,3
LCA,2020-03-24,3
LCA,2020-03-25,3
LCA,2020-03-26,3
LCA,2020-03-27,3
LCA,2020-03-28,3
LCA,2020-03-29,9
LCA,2020-03-30,9
LCA,2020-03-31,13
LCA,2020-04-01,13
LCA,2020-04-02,13
LCA,2020-04-03,13
LCA,2020-04-04,14
LCA,2020-04-05,14
LCA,2020-04-06,14
LCA,2020-04-07,14
LCA,2020-04-08,14
LCA,2020-04-09,14
LCA,2020-04-10,15
LCA,2020-04-11,15
LCA,2020-04-12,15
LCA,2020-04-13,15
LCA,2020-04-14,15
LCA,2020-04-15,15
LCA,2020-04-16,15
LCA,2020-04-17,15
LCA,2020-04-18,15
LCA,2020-04-19,15
LCA,2020-04-20,15
LCA,2020-04-21,15
LCA,2020-04-22,15
LCA,2020-04-23,15
LCA,2020-04-24,15
LCA,2020-04-25,15
LCA,2020-04-26,15
LCA,2020-04-27,15
LCA,2020-04-28,15
LCA,2020-04-29,17
LCA,2020-04-30,17
LCA,2020-05-01,17
LCA,2020-05-02,17
LCA,2020-05-03,18
LCA,2020-05-04,18
LCA,2020-05-05,18
LCA,2020-05-06,18
LCA,2020-05-07,18
LCA,2020-05-08,18
LCA,2020-05-09,18
LCA,2020-05-10,18
LCA,2020-05-11,18
LCA,2020-05-12,18
LCA,2020-05-13,18
LCA,2020-05-14,18
LCA,2020-05-15,18
LCA,2020-05-16,18
LCA,2020-05-17,18
LCA,2020-05-18,18
LCA,2020-05-19,18
LCA,2020-05-20,18
LCA,2020-05-21,18
LCA,2020-05-22,18
LCA,2020-05-23,18
LCA,2020-05-24,18
LCA,2020-05-25,18
LCA,2020-05-26,18
LCA,2020-05-27,18
LCA,2020-05-28,18
LCA,2020-05-29,18
LCA,2020-05-30,18
LCA,2020-05-31,18
LCA,2020-06-01,18
LCA,2020-06-02,18
LCA,2020-06-03,18
LCA,2020-06-04,19
LCA,2020-06-05,19
LCA,2020-06-06,19
LCA,2020-06-07,19
LCA,2020-06-08,19
LCA,2020-06-09,19
LCA,2020-06-10,19
LCA,2020-06-11,19
LCA,2020-06-12,19
LCA,2020-06-13,19
LCA,2020-06-14,19
LCA,2020-06-15,19
LCA,2020-06-16,19
LCA,2020-06-17,19
LCA,2020-06-18,19
LCA,2020-06-19,19
LCA,2020-06-20,19
LCA,2020-06-21,19
LCA,2020-06-22,19
LCA,2020-06-23,19
LCA,2020-06-24,19
LCA,2020-06-25,19
LCA,2020-06-26,19
LCA,2020-06-27,19
LCA,2020-06-28,19
LCA,2020-06-29,19
LCA,2020-06-30,19
LCA,2020-07-01,19
LCA,2020-07-02,19
LCA,2020-07-03,22
LCA,2020-07-04,22
LCA,2020-07-05,22
LCA,2020-07-06,22
LCA,2020-07-07,22
LCA,2020-07-08,22
LCA,2020-07-09,22
LCA,2020-07-10,22
LCA,2020-07-11,22
LCA,2020-07-12,22
LCA,2020-07-13,22
LCA,2020-07-14,22
LCA,2020-07-15,22
LCA,2020-07-16,23
LCA,2020-07-17,23
LCA,2020-07-18,23
LCA,2020-07-19,23
LCA,2020-07-20,23
LCA,2020-07-21,23
LCA,2020-07-22,23
LCA,2020-07-23,24
LCA,2020-07-24,24
LCA,2020-07-25,24
LIE,2020-01-22,0
LIE,2020-01-23,0
LIE,2020-01-24,0
LIE,2020-01-25,0
LIE,2020-01-26,0
LIE,2020-01-27,0
LIE,2020-01-28,0
LIE,2020-01-29,0
LIE,2020-01-30,0
LIE,2020-01-31,0
LIE,2020-02-01,0
LIE,2020-02-02,0
LIE,2020-02-03,0
LIE,2020-02-04,0
LIE,2020-02-05,0
LIE,2020-02-06,0
LIE,2020-02-07,0
LIE,2020-02-08,0
LIE,2020-02-09,0
LIE,2020-02-10,0
LIE,2020-02-11,0
LIE,2020-02-12,0
LIE,2020-02-13,0
LIE,2020-02-14,0
LIE,2020-02-15,0
LIE,2020-02-16,0
LIE,2020-02-17,0
LIE,2020-02-18,0
LIE,2020-02-19,0
LIE,2020-02-20,0
LIE,2020-02-21,0
LIE,2020-02-22,0
LIE,2020-02-23,0
LIE,2020-02-24,0
LIE,2020-02-25,0
LIE,2020-02-26,0
LIE,2020-02-27,0
LIE,2020-02-28,0
LIE,2020-02-29,0
LIE,2020-03-01,0
LIE,2020-03-02,0
LIE,2020-03-03,0
LIE,2020-03-04,1
LIE,2020-03-05,1
LIE,2020-03-06,1
LIE,2020-03-07,1
LIE,2020-03-08,1
LIE,2020-03-09,1
LIE,2020-03-10,1
LIE,2020-03-11,1
LIE,2020-03-12,1
LIE,2020-03-13,1
LIE,2020-03-14,4
LIE,2020-03-15,4
LIE,2020-03-16,4
LIE,2020-03-17,7
LIE,2020-03-18,28
LIE,2020-03-19,28
LIE,2020-03-20,28
LIE,2020-03-21,37
LIE,2020-03-22,37
LIE,2020-03-23,51
LIE,2020-03-24,51
LIE,2020-03-25,51
LIE,2020-03-26,56
LIE,2020-03-27,56
LIE,2020-03-28,56
LIE,2020-03-29,56
LIE,2020-03-30,62
LIE,2020-03-31,68
LIE,2020-04-01,68
LIE,2020-04-02,75
LIE,2020-04-03,76
LIE,2020-04-04,77
LIE,2020-04-05,77
LIE,2020-04-06,77
LIE,2020-04-07,78
LIE,2020-04-08,78
LIE,2020-04-09,78
LIE,2020-04-10,79
LIE,2020-04-11,79
LIE,2020-04-12,79
LIE,2020-04-13,79
LIE,2020-04-14,79
LIE,2020-04-15,79
LIE,2020-04-16,79
LIE,2020-04-17,79
LIE,2020-04-18,79
LIE,2020-04-19,81
LIE,2020-04-20,81
LIE,2020-04-21,81
LIE,2020-04-22,81
LIE,2020-04-23,81
LIE,2020-04-24,81
LIE,2020-04-25,81
LIE,2020-04-26,82
LIE,2020-04-27,82
LIE,2020-04-28,82
LIE,2020-04-29,82
LIE,2020-04-30,82
LIE,2020-05-01,82
LIE,2020-05-02,82
LIE,2020-05-03,82
LIE,2020-05-04,82
LIE,2020-05-05,82
LIE,2020-05-06,82
LIE,2020-05-07,82
LIE,2020-05-08,82
LIE,2020-05-09,82
LIE,2020-05-10,82
LIE,2020-05-11,82
LIE,2020-05-12,82
LIE,2020-05-13,82
LIE,2020-05-14,82
LIE,2020-05-15,82
LIE,2020-05-16,82
LIE,2020-05-17,82
LIE,2020-05-18,82
LIE,2020-05-19,82
LIE,2020-05-20,82
LIE,2020-05-21,82
LIE,2020-05-22,82
LIE,2020-05-23,82
LIE,2020-05-24,82
LIE,2020-05-25,82
LIE,2020-05-26,82
LIE,2020-05-27,82
LIE,2020-05-28,82
LIE,2020-05-29,82
LIE,2020-05-30,82
LIE,2020-05-31,82
LIE,2020-06-01,82
LIE,2020-06-02,82
LIE,2020-06-03,82
LIE,2020-06-04,82
LIE,2020-06-05,82
LIE,2020-06-06,82
LIE,2020-06-07,82
LIE,2020-06-08,82
LIE,2020-06-09,82
LIE,2020-06-10,82
LIE,2020-06-11,82
LIE,2020-06-12,82
LIE,2020-06-13,82
LIE,2020-06-14,82
LIE,2020-06-15,82
LIE,2020-06-16,82
LIE,2020-06-17,82
LIE,2020-06-18,82
LIE,2020-06-19,82
LIE,2020-06-20,82
LIE,2020-06-21,82
LIE,2020-06-22,82
LIE,2020-06-23,82
LIE,2020-06-24,82
LIE,2020-06-25,82
LIE,2020-06-26,82
LIE,2020-06-27,82
LIE,2020-06-28,82
LIE,2020-06-29,82
LIE,2020-06-30,82
LIE,2020-07-01,82
LIE,2020-07-02,83
LIE,2020-07-03,83
LIE,2020-07-04,83
LIE,2020-07-05,83
LIE,2020-07-06,84
LIE,2020-07-07,84
LIE,2020-07-08,84
LIE,2020-07-09,84
LIE,2020-07-10,84
LIE,2020-07-11,84
LIE,2020-07-12,84
LIE,2020-07-13,84
LIE,2020-07-14,84
LIE,2020-07-15,84
LIE,2020-07-16,84
LIE,2020-07-17,85
LIE,2020-07-18,86
LIE,2020-07-19,86
LIE,2020-07-20,86
LIE,2020-07-21,86
LIE,2020-07-22,86
LIE,2020-07-23,86
LIE,2020-07-24,86
LIE,2020-07-25,86
LKA,2020-01-22,0
LKA,2020-01-23,0
LKA,2020-01-24,0
LKA,2020-01-25,0
LKA,2020-01-26,0
LKA,2020-01-27,1
LKA,2020-01-28,1
LKA,2020-01-29,1
LKA,2020-01-30,1
LKA,2020-01-31,1
LKA,2020-02-01,1
LKA,2020-02-02,1
LKA,2020-02-03,1
LKA,2020-02-04,1
LKA,2020-02-05,1
LKA,2020-02-06,1
LKA,2020-02-07,1
LKA,2020-02-08,1
LKA,2020-02-09,1
LKA,2020-02-10,1
LKA,2020-02-11,1
LKA,2020-02-12,1
LKA,2020-02-13,1
LKA,2020-02-14,1
LKA,2020-02-15,1
LKA,2020-02-16,1
LKA,2020-02-17,1
LKA,2020-02-18,1
LKA,2020-02-19,1
LKA,2020-02-20,1
LKA,2020-02-21,1
LKA,2020-02-22,1
LKA,2020-02-23,1
LKA,2020-02-24,1
LKA,2020-02-25,1
LKA,2020-02-26,1
LKA,2020-02-27,1
LKA,2020-02-28,1
LKA,2020-02-29,1
LKA,2020-03-01,1
LKA,2020-03-02,1
LKA,2020-03-03,1
LKA,2020-03-04,1
LKA,2020-03-05,1
LKA,2020-03-06,1
LKA,2020-03-07,1
LKA,2020-03-08,1
LKA,2020-03-09,1
LKA,2020-03-10,1
LKA,2020-03-11,2
LKA,2020-03-12,2
LKA,2020-03-13,6
LKA,2020-03-14,10
LKA,2020-03-15,18
LKA,2020-03-16,28
LKA,2020-03-17,44
LKA,2020-03-18,51
LKA,2020-03-19,60
LKA,2020-03-20,73
LKA,2020-03-21,77
LKA,2020-03-22,82
LKA,2020-03-23,97
LKA,2020-03-24,102
LKA,2020-03-25,102
LKA,2020-03-26,106
LKA,2020-03-27,106
LKA,2020-03-28,113
LKA,2020-03-29,117
LKA,2020-03-30,122
LKA,2020-03-31,143
LKA,2020-04-01,146
LKA,2020-04-02,151
LKA,2020-04-03,159
LKA,2020-04-04,166
LKA,2020-04-05,176
LKA,2020-04-06,178
LKA,2020-04-07,185
LKA,2020-04-08,189
LKA,2020-04-09,190
LKA,2020-04-10,190
LKA,2020-04-11,198
LKA,2020-04-12,210
LKA,2020-04-13,217
LKA,2020-04-14,233
LKA,2020-04-15,238
LKA,2020-04-16,238
LKA,2020-04-17,244
LKA,2020-04-18,254
LKA,2020-04-19,271
LKA,2020-04-20,304
LKA,2020-04-21,310
LKA,2020-04-22,330
LKA,2020-04-23,368
LKA,2020-04-24,420
LKA,2020-04-25,460
LKA,2020-04-26,523
LKA,2020-04-27,588
LKA,2020-04-28,619
LKA,2020-04-29,649
LKA,2020-04-30,663
LKA,2020-05-01,690
LKA,2020-05-02,705
LKA,2020-05-03,718
LKA,2020-05-04,751
LKA,2020-05-05,771
LKA,2020-05-06,797
LKA,2020-05-07,824
LKA,2020-05-08,835
LKA,2020-05-09,847
LKA,2020-05-10,863
LKA,2020-05-11,869
LKA,2020-05-12,889
LKA,2020-05-13,915
LKA,2020-05-14,925
LKA,2020-05-15,935
LKA,2020-05-16,960
LKA,2020-05-17,981
LKA,2020-05-18,992
LKA,2020-05-19,1027
LKA,2020-05-20,1028
LKA,2020-05-21,1055
LKA,2020-05-22,1068
LKA,2020-05-23,1089
LKA,2020-05-24,1141
LKA,2020-05-25,1182
LKA,2020-05-26,1319
LKA,2020-05-27,1469
LKA,2020-05-28,1530
LKA,2020-05-29,1558
LKA,2020-05-30,1620
LKA,2020-05-31,1633
LKA,2020-06-01,1643
LKA,2020-06-02,1683
LKA,2020-06-03,1749
LKA,2020-06-04,1797
LKA,2020-06-05,1801
LKA,2020-06-06,1814
LKA,2020-06-07,1835
LKA,2020-06-08,1857
LKA,2020-06-09,1859
LKA,2020-06-10,1869
LKA,2020-06-11,1877
LKA,2020-06-12,1880
LKA,2020-06-13,1884
LKA,2020-06-14,1889
LKA,2020-06-15,1905
LKA,2020-06-16,1915
LKA,2020-06-17,1924
LKA,2020-06-18,1947
LKA,2020-06-19,1950
LKA,2020-06-20,1950
LKA,2020-06-21,1950
LKA,2020-06-22,1951
LKA,2020-06-23,1991
LKA,2020-06-24,2001
LKA,2020-06-25,2010
LKA,2020-06-26,2014
LKA,2020-06-27,2033
LKA,2020-06-28,2037
LKA,2020-06-29,2039
LKA,2020-06-30,2047
LKA,2020-07-01,2054
LKA,2020-07-02,2066
LKA,2020-07-03,2069
LKA,2020-07-04,2074
LKA,2020-07-05,2076
LKA,2020-07-06,2077
LKA,2020-07-07,2081
LKA,2020-07-08,2094
LKA,2020-07-09,2154
LKA,2020-07-10,2454
LKA,2020-07-11,2511
LKA,2020-07-12,2617
LKA,2020-07-13,2646
LKA,2020-07-14,2665
LKA,2020-07-15,2671
LKA,2020-07-16,2687
LKA,2020-07-17,2697
LKA,2020-07-18,2703
LKA,2020-07-19,2724
LKA,2020-07-20,2730
LKA,2020-07-21,2730
LKA,2020-07-22,2752
LKA,2020-07-23,2753
LKA,2020-07-24,2764
LKA,2020-07-25,2770
LSO,2020-01-22,0
LSO,2020-01-23,0
LSO,2020-01-24,0
LSO,2020-01-25,0
LSO,2020-01-26,0
LSO,2020-01-27,0
LSO,2020-01-28,0
LSO,2020-01-29,0
LSO,2020-01-30,0
LSO,2020-01-31,0
LSO,2020-02-01,0
LSO,2020-02-02,0
LSO,2020-02-03,0
LSO,2020-02-04,0
LSO,2020-02-05,0
LSO,2020-02-06,0
LSO,2020-02-07,0
LSO,2020-02-08,0
LSO,2020-02-09,0
LSO,2020-02-10,0
LSO,2020-02-11,0
LSO,2020-02-12,0
LSO,2020-02-13,0
LSO,2020-02-14,0
LSO,2020-02-15,0
LSO,2020-02-16,0
LSO,2020-02-17,0
LSO,2020-02-18,0
LSO,2020-02-19,0
LSO,2020-02-20,0
LSO,2020-02-21,0
LSO,2020-02-22,0
LSO,2020-02-23,0
LSO,2020-02-24,0
LSO,2020-02-25,0
LSO,2020-02-26,0
LSO,2020-02-27,0
LSO,2020-02-28,0
LSO,2020-02-29,0
LSO,2020-03-01,0
LSO,2020-03-02,0
LSO,2020-03-03,0
LSO,2020-03-04,0
LSO,2020-03-05,0
LSO,2020-03-06,0
LSO,2020-03-07,0
LSO,2020-03-08,0
LSO,2020-03-09,0
LSO,2020-03-10,0
LSO,2020-03-11,0
LSO,2020-03-12,0
LSO,2020-03-13,0
LSO,2020-03-14,0
LSO,2020-03-15,0
