country,date,owid-stringency_index
ECU,2020-06-19,82.41
ECU,2020-06-20,82.41
ECU,2020-06-21,82.41
ECU,2020-06-22,82.41
ECU,2020-06-23,82.41
ECU,2020-06-24,82.41
ECU,2020-06-25,82.41
ECU,2020-06-26,82.41
ECU,2020-06-27,82.41
ECU,2020-06-28,82.41
ECU,2020-06-29,82.41
ECU,2020-06-30,82.41
ECU,2020-07-01,82.41
ECU,2020-07-02,82.41
ECU,2020-07-03,82.41
ECU,2020-07-04,82.41
ECU,2020-07-05,82.41
ECU,2020-07-06,82.41
ECU,2020-07-07,82.41
ECU,2020-07-08,82.41
ECU,2020-07-09,82.41
ECU,2020-07-10,82.41
ECU,2020-07-11,82.41
ECU,2020-07-12,82.41
ECU,2020-07-13,82.41
ECU,2020-07-14,82.41
ECU,2020-07-15,82.41
ECU,2020-07-16,82.41
ECU,2020-07-17,82.41
ECU,2020-07-18,82.41
ECU,2020-07-19,82.41
ECU,2020-07-20,82.41
ECU,2020-07-21,82.41
ECU,2020-07-22,82.41
ECU,2020-07-23,83.8
ECU,2020-07-24,
ECU,2020-07-25,
ECU,2020-07-26,
EGY,2019-12-31,
EGY,2020-01-01,0.0
EGY,2020-01-02,0.0
EGY,2020-01-03,0.0
EGY,2020-01-04,0.0
EGY,2020-01-05,0.0
EGY,2020-01-06,0.0
EGY,2020-01-07,0.0
EGY,2020-01-08,0.0
EGY,2020-01-09,0.0
EGY,2020-01-10,0.0
EGY,2020-01-11,0.0
EGY,2020-01-12,0.0
EGY,2020-01-13,0.0
EGY,2020-01-14,0.0
EGY,2020-01-15,0.0
EGY,2020-01-16,0.0
EGY,2020-01-17,0.0
EGY,2020-01-18,0.0
EGY,2020-01-19,0.0
EGY,2020-01-20,0.0
EGY,2020-01-21,0.0
EGY,2020-01-22,0.0
EGY,2020-01-23,0.0
EGY,2020-01-24,0.0
EGY,2020-01-25,0.0
EGY,2020-01-26,0.0
EGY,2020-01-27,0.0
EGY,2020-01-28,0.0
EGY,2020-01-29,0.0
EGY,2020-01-30,0.0
EGY,2020-01-31,0.0
EGY,2020-02-01,0.0
EGY,2020-02-02,0.0
EGY,2020-02-03,0.0
EGY,2020-02-04,0.0
EGY,2020-02-05,0.0
EGY,2020-02-06,0.0
EGY,2020-02-07,0.0
EGY,2020-02-08,0.0
EGY,2020-02-09,0.0
EGY,2020-02-10,0.0
EGY,2020-02-11,0.0
EGY,2020-02-12,0.0
EGY,2020-02-13,0.0
EGY,2020-02-14,0.0
EGY,2020-02-15,0.0
EGY,2020-02-16,0.0
EGY,2020-02-17,0.0
EGY,2020-02-18,0.0
EGY,2020-02-19,0.0
EGY,2020-02-20,0.0
EGY,2020-02-21,0.0
EGY,2020-02-22,0.0
EGY,2020-02-23,0.0
EGY,2020-02-24,0.0
EGY,2020-02-25,0.0
EGY,2020-02-26,0.0
EGY,2020-02-27,0.0
EGY,2020-02-28,0.0
EGY,2020-02-29,0.0
EGY,2020-03-01,0.0
EGY,2020-03-02,0.0
EGY,2020-03-06,0.0
EGY,2020-03-07,0.0
EGY,2020-03-09,0.0
EGY,2020-03-10,0.0
EGY,2020-03-11,0.0
EGY,2020-03-12,0.0
EGY,2020-03-13,0.0
EGY,2020-03-14,0.0
EGY,2020-03-15,11.11
EGY,2020-03-16,18.52
EGY,2020-03-17,18.52
EGY,2020-03-18,18.52
EGY,2020-03-19,29.63
EGY,2020-03-20,29.63
EGY,2020-03-21,40.74
EGY,2020-03-22,40.74
EGY,2020-03-23,40.74
EGY,2020-03-24,51.85
EGY,2020-03-25,84.26
EGY,2020-03-26,84.26
EGY,2020-03-27,84.26
EGY,2020-03-28,84.26
EGY,2020-03-29,84.26
EGY,2020-03-30,84.26
EGY,2020-03-31,84.26
EGY,2020-04-01,84.26
EGY,2020-04-02,84.26
EGY,2020-04-03,84.26
EGY,2020-04-04,84.26
EGY,2020-04-05,84.26
EGY,2020-04-06,84.26
EGY,2020-04-07,84.26
EGY,2020-04-08,84.26
EGY,2020-04-09,84.26
EGY,2020-04-10,84.26
EGY,2020-04-11,84.26
EGY,2020-04-12,84.26
EGY,2020-04-13,84.26
EGY,2020-04-14,84.26
EGY,2020-04-15,84.26
EGY,2020-04-16,84.26
EGY,2020-04-17,84.26
EGY,2020-04-18,84.26
EGY,2020-04-19,84.26
EGY,2020-04-20,84.26
EGY,2020-04-21,84.26
EGY,2020-04-22,84.26
EGY,2020-04-23,84.26
EGY,2020-04-24,84.26
EGY,2020-04-25,84.26
EGY,2020-04-26,84.26
EGY,2020-04-27,84.26
EGY,2020-04-28,84.26
EGY,2020-04-29,84.26
EGY,2020-04-30,84.26
EGY,2020-05-01,84.26
EGY,2020-05-02,84.26
EGY,2020-05-03,84.26
EGY,2020-05-04,84.26
EGY,2020-05-05,84.26
EGY,2020-05-06,84.26
EGY,2020-05-07,84.26
EGY,2020-05-08,84.26
EGY,2020-05-09,84.26
EGY,2020-05-10,84.26
EGY,2020-05-11,84.26
EGY,2020-05-12,84.26
EGY,2020-05-13,84.26
EGY,2020-05-14,84.26
EGY,2020-05-15,84.26
EGY,2020-05-16,84.26
EGY,2020-05-17,84.26
EGY,2020-05-18,84.26
EGY,2020-05-19,84.26
EGY,2020-05-20,84.26
EGY,2020-05-21,84.26
EGY,2020-05-22,84.26
EGY,2020-05-23,84.26
EGY,2020-05-24,84.26
EGY,2020-05-25,84.26
EGY,2020-05-26,84.26
EGY,2020-05-27,84.26
EGY,2020-05-28,84.26
EGY,2020-05-29,84.26
EGY,2020-05-30,84.26
EGY,2020-05-31,84.26
EGY,2020-06-01,84.26
EGY,2020-06-02,84.26
EGY,2020-06-03,84.26
EGY,2020-06-04,84.26
EGY,2020-06-05,84.26
EGY,2020-06-06,84.26
EGY,2020-06-07,71.3
EGY,2020-06-08,71.3
EGY,2020-06-09,71.3
EGY,2020-06-10,71.3
EGY,2020-06-11,71.3
EGY,2020-06-12,71.3
EGY,2020-06-13,71.3
EGY,2020-06-14,71.3
EGY,2020-06-15,71.3
EGY,2020-06-16,71.3
EGY,2020-06-17,71.3
EGY,2020-06-18,71.3
EGY,2020-06-19,71.3
EGY,2020-06-20,71.3
EGY,2020-06-21,71.3
EGY,2020-06-22,71.3
EGY,2020-06-23,71.3
EGY,2020-06-24,71.3
EGY,2020-06-25,71.3
EGY,2020-06-26,71.3
EGY,2020-06-27,71.3
EGY,2020-06-28,71.3
EGY,2020-06-29,71.3
EGY,2020-06-30,71.3
EGY,2020-07-01,60.19
EGY,2020-07-02,60.19
EGY,2020-07-03,60.19
EGY,2020-07-04,60.19
EGY,2020-07-05,60.19
EGY,2020-07-06,60.19
EGY,2020-07-07,60.19
EGY,2020-07-08,60.19
EGY,2020-07-09,60.19
EGY,2020-07-10,60.19
EGY,2020-07-11,60.19
EGY,2020-07-12,60.19
EGY,2020-07-13,60.19
EGY,2020-07-14,60.19
EGY,2020-07-15,60.19
EGY,2020-07-16,60.19
EGY,2020-07-17,60.19
EGY,2020-07-18,60.19
EGY,2020-07-19,60.19
EGY,2020-07-20,60.19
EGY,2020-07-21,60.19
EGY,2020-07-22,60.19
EGY,2020-07-23,60.19
EGY,2020-07-24,
EGY,2020-07-25,
EGY,2020-07-26,
ERI,2020-03-22,22.22
ERI,2020-03-23,53.7
ERI,2020-03-24,53.7
ERI,2020-03-25,56.48
ERI,2020-03-26,56.48
ERI,2020-03-27,73.15
ERI,2020-03-28,73.15
ERI,2020-03-29,73.15
ERI,2020-03-30,73.15
ERI,2020-03-31,80.56
ERI,2020-04-01,93.52
ERI,2020-04-02,93.52
ERI,2020-04-03,93.52
ERI,2020-04-04,93.52
ERI,2020-04-05,93.52
ERI,2020-04-06,93.52
ERI,2020-04-07,93.52
ERI,2020-04-08,93.52
ERI,2020-04-09,93.52
ERI,2020-04-10,93.52
ERI,2020-04-11,93.52
ERI,2020-04-12,93.52
ERI,2020-04-13,93.52
ERI,2020-04-14,93.52
ERI,2020-04-15,93.52
ERI,2020-04-16,93.52
ERI,2020-04-17,93.52
ERI,2020-04-18,93.52
ERI,2020-04-19,93.52
ERI,2020-04-20,93.52
ERI,2020-04-21,93.52
ERI,2020-04-22,93.52
ERI,2020-04-23,93.52
ERI,2020-04-24,93.52
ERI,2020-04-25,93.52
ERI,2020-04-26,93.52
ERI,2020-04-27,93.52
ERI,2020-04-28,93.52
ERI,2020-04-29,93.52
ERI,2020-04-30,93.52
ERI,2020-05-01,93.52
ERI,2020-05-02,93.52
ERI,2020-05-03,93.52
ERI,2020-05-04,93.52
ERI,2020-05-05,93.52
ERI,2020-05-06,93.52
ERI,2020-05-07,93.52
ERI,2020-05-08,93.52
ERI,2020-05-09,93.52
ERI,2020-05-10,93.52
ERI,2020-05-11,93.52
ERI,2020-05-12,93.52
ERI,2020-05-13,93.52
ERI,2020-05-14,93.52
ERI,2020-05-15,93.52
ERI,2020-05-16,93.52
ERI,2020-05-17,93.52
ERI,2020-05-18,93.52
ERI,2020-05-19,93.52
ERI,2020-05-20,93.52
ERI,2020-05-21,93.52
ERI,2020-05-22,93.52
ERI,2020-05-23,93.52
ERI,2020-05-24,93.52
ERI,2020-05-25,93.52
ERI,2020-05-26,93.52
ERI,2020-05-27,93.52
ERI,2020-05-28,93.52
ERI,2020-05-29,93.52
ERI,2020-05-30,93.52
ERI,2020-05-31,93.52
ERI,2020-06-01,93.52
ERI,2020-06-02,93.52
ERI,2020-06-03,93.52
ERI,2020-06-04,93.52
ERI,2020-06-05,93.52
ERI,2020-06-06,93.52
ERI,2020-06-07,93.52
ERI,2020-06-08,93.52
ERI,2020-06-09,93.52
ERI,2020-06-10,93.52
ERI,2020-06-11,93.52
ERI,2020-06-12,93.52
ERI,2020-06-13,93.52
ERI,2020-06-14,93.52
ERI,2020-06-15,93.52
ERI,2020-06-16,93.52
ERI,2020-06-17,93.52
ERI,2020-06-18,93.52
ERI,2020-06-19,93.52
ERI,2020-06-20,93.52
ERI,2020-06-21,93.52
ERI,2020-06-22,93.52
ERI,2020-06-23,93.52
ERI,2020-06-24,93.52
ERI,2020-06-25,93.52
ERI,2020-06-26,93.52
ERI,2020-06-27,93.52
ERI,2020-06-28,93.52
ERI,2020-06-29,93.52
ERI,2020-06-30,93.52
ERI,2020-07-01,93.52
ERI,2020-07-02,93.52
ERI,2020-07-03,93.52
ERI,2020-07-04,93.52
ERI,2020-07-05,93.52
ERI,2020-07-06,93.52
ERI,2020-07-07,93.52
ERI,2020-07-08,93.52
ERI,2020-07-09,93.52
ERI,2020-07-10,93.52
ERI,2020-07-11,93.52
ERI,2020-07-12,93.52
ERI,2020-07-13,93.52
ERI,2020-07-14,93.52
ERI,2020-07-15,93.52
ERI,2020-07-16,93.52
ERI,2020-07-17,93.52
ERI,2020-07-18,93.52
ERI,2020-07-19,93.52
ERI,2020-07-20,93.52
ERI,2020-07-21,93.52
ERI,2020-07-22,
ERI,2020-07-23,
ERI,2020-07-24,
ERI,2020-07-25,
ERI,2020-07-26,
ESH,2020-04-26,
ESH,2020-04-27,
ESH,2020-04-28,
ESH,2020-04-29,
ESH,2020-04-30,
ESH,2020-05-01,
ESH,2020-05-02,
ESH,2020-05-03,
ESH,2020-05-04,
ESH,2020-05-05,
ESH,2020-05-06,
ESH,2020-05-07,
ESH,2020-05-08,
ESH,2020-05-09,
ESH,2020-05-10,
ESH,2020-05-11,
ESH,2020-05-12,
ESH,2020-05-13,
ESH,2020-05-14,
ESH,2020-05-15,
ESH,2020-05-16,
ESH,2020-05-17,
ESH,2020-05-18,
ESH,2020-05-19,
ESH,2020-05-20,
ESH,2020-05-21,
ESH,2020-05-22,
ESH,2020-05-23,
ESH,2020-05-24,
ESH,2020-05-25,
ESH,2020-05-26,
ESH,2020-05-27,
ESH,2020-05-28,
ESH,2020-05-29,
ESH,2020-05-30,
ESH,2020-05-31,
ESH,2020-06-01,
ESH,2020-06-02,
ESH,2020-06-03,
ESH,2020-06-04,
ESH,2020-06-05,
ESH,2020-06-06,
ESH,2020-06-07,
ESH,2020-06-08,
ESH,2020-06-09,
ESH,2020-06-10,
ESH,2020-06-11,
ESH,2020-06-12,
ESH,2020-06-13,
ESH,2020-06-14,
ESH,2020-06-15,
ESH,2020-06-16,
ESH,2020-06-17,
ESH,2020-06-18,
ESH,2020-06-19,
ESH,2020-06-20,
ESH,2020-06-21,
ESH,2020-06-22,
ESH,2020-06-23,
ESH,2020-06-24,
ESH,2020-06-25,
ESH,2020-06-26,
ESH,2020-06-27,
ESH,2020-06-28,
ESH,2020-06-29,
ESH,2020-06-30,
ESH,2020-07-01,
ESH,2020-07-02,
ESH,2020-07-03,
ESH,2020-07-04,
ESH,2020-07-05,
ESH,2020-07-06,
ESH,2020-07-07,
ESH,2020-07-08,
ESH,2020-07-09,
ESH,2020-07-10,
ESH,2020-07-11,
ESH,2020-07-12,
ESH,2020-07-13,
ESH,2020-07-14,
ESH,2020-07-15,
ESH,2020-07-16,
ESH,2020-07-17,
ESH,2020-07-18,
ESH,2020-07-19,
ESH,2020-07-20,
ESH,2020-07-21,
ESH,2020-07-22,
ESH,2020-07-23,
ESH,2020-07-24,
ESH,2020-07-25,
ESH,2020-07-26,
ESP,2019-12-31,
ESP,2020-01-01,0.0
ESP,2020-01-02,0.0
ESP,2020-01-03,0.0
ESP,2020-01-04,0.0
ESP,2020-01-05,0.0
ESP,2020-01-06,0.0
ESP,2020-01-07,0.0
ESP,2020-01-08,0.0
ESP,2020-01-09,0.0
ESP,2020-01-10,0.0
ESP,2020-01-11,0.0
ESP,2020-01-12,0.0
ESP,2020-01-13,0.0
ESP,2020-01-14,0.0
ESP,2020-01-15,0.0
ESP,2020-01-16,0.0
ESP,2020-01-17,0.0
ESP,2020-01-18,0.0
ESP,2020-01-19,0.0
ESP,2020-01-20,0.0
ESP,2020-01-21,0.0
ESP,2020-01-22,0.0
ESP,2020-01-23,0.0
ESP,2020-01-24,0.0
ESP,2020-01-25,0.0
ESP,2020-01-26,0.0
ESP,2020-01-27,0.0
ESP,2020-01-28,0.0
ESP,2020-01-29,0.0
ESP,2020-01-30,0.0
ESP,2020-01-31,11.11
ESP,2020-02-01,11.11
ESP,2020-02-02,11.11
ESP,2020-02-03,11.11
ESP,2020-02-04,11.11
ESP,2020-02-05,11.11
ESP,2020-02-06,11.11
ESP,2020-02-07,11.11
ESP,2020-02-08,11.11
ESP,2020-02-09,11.11
ESP,2020-02-10,11.11
ESP,2020-02-11,11.11
ESP,2020-02-12,11.11
ESP,2020-02-13,11.11
ESP,2020-02-14,11.11
ESP,2020-02-15,11.11
ESP,2020-02-16,11.11
ESP,2020-02-17,11.11
ESP,2020-02-18,11.11
ESP,2020-02-19,11.11
ESP,2020-02-20,11.11
ESP,2020-02-21,11.11
ESP,2020-02-22,11.11
ESP,2020-02-23,11.11
ESP,2020-02-24,11.11
ESP,2020-02-25,11.11
ESP,2020-02-26,11.11
ESP,2020-02-27,11.11
ESP,2020-02-28,11.11
ESP,2020-02-29,11.11
ESP,2020-03-01,11.11
ESP,2020-03-02,11.11
ESP,2020-03-03,11.11
ESP,2020-03-04,11.11
ESP,2020-03-05,11.11
ESP,2020-03-06,11.11
ESP,2020-03-07,11.11
ESP,2020-03-08,11.11
ESP,2020-03-09,25.0
ESP,2020-03-10,45.83
ESP,2020-03-11,45.83
ESP,2020-03-12,45.83
ESP,2020-03-13,45.83
ESP,2020-03-14,67.13
ESP,2020-03-15,67.13
ESP,2020-03-16,68.98
ESP,2020-03-17,71.76
ESP,2020-03-18,71.76
ESP,2020-03-19,71.76
ESP,2020-03-20,71.76
ESP,2020-03-21,71.76
ESP,2020-03-22,71.76
ESP,2020-03-23,71.76
ESP,2020-03-24,71.76
ESP,2020-03-25,71.76
ESP,2020-03-26,71.76
ESP,2020-03-27,71.76
ESP,2020-03-28,71.76
ESP,2020-03-29,71.76
ESP,2020-03-30,85.19
ESP,2020-03-31,85.19
ESP,2020-04-01,85.19
ESP,2020-04-02,85.19
ESP,2020-04-03,85.19
ESP,2020-04-04,85.19
ESP,2020-04-05,85.19
ESP,2020-04-06,85.19
ESP,2020-04-07,85.19
ESP,2020-04-08,85.19
ESP,2020-04-09,85.19
ESP,2020-04-10,85.19
ESP,2020-04-11,85.19
ESP,2020-04-12,85.19
ESP,2020-04-13,85.19
ESP,2020-04-14,85.19
ESP,2020-04-15,85.19
ESP,2020-04-16,85.19
ESP,2020-04-17,85.19
ESP,2020-04-18,85.19
ESP,2020-04-19,85.19
ESP,2020-04-20,85.19
ESP,2020-04-21,85.19
ESP,2020-04-22,85.19
ESP,2020-04-23,85.19
ESP,2020-04-24,85.19
ESP,2020-04-25,85.19
ESP,2020-04-26,85.19
ESP,2020-04-27,85.19
ESP,2020-04-28,85.19
ESP,2020-04-29,85.19
ESP,2020-04-30,85.19
ESP,2020-05-01,85.19
ESP,2020-05-02,85.19
ESP,2020-05-03,85.19
ESP,2020-05-04,81.94
ESP,2020-05-05,81.94
ESP,2020-05-06,81.94
ESP,2020-05-07,81.94
ESP,2020-05-08,81.94
ESP,2020-05-09,81.94
ESP,2020-05-10,81.94
ESP,2020-05-11,81.94
ESP,2020-05-12,81.94
ESP,2020-05-13,83.33
ESP,2020-05-14,83.33
ESP,2020-05-15,83.33
ESP,2020-05-16,83.33
ESP,2020-05-17,79.17
ESP,2020-05-18,79.17
ESP,2020-05-19,79.17
ESP,2020-05-20,79.17
ESP,2020-05-21,79.17
ESP,2020-05-22,75.46
ESP,2020-05-23,75.46
ESP,2020-05-24,75.46
ESP,2020-05-25,75.46
ESP,2020-05-26,71.76
ESP,2020-05-27,68.06
ESP,2020-05-28,68.06
ESP,2020-05-29,68.06
ESP,2020-05-30,68.06
ESP,2020-05-31,68.06
ESP,2020-06-01,66.67
ESP,2020-06-02,66.67
ESP,2020-06-03,66.67
ESP,2020-06-04,66.67
ESP,2020-06-05,66.67
ESP,2020-06-06,66.67
ESP,2020-06-07,66.67
ESP,2020-06-08,57.41
ESP,2020-06-09,57.41
ESP,2020-06-10,57.41
ESP,2020-06-11,57.41
ESP,2020-06-12,57.41
ESP,2020-06-13,57.41
ESP,2020-06-14,57.41
ESP,2020-06-15,57.41
ESP,2020-06-16,57.41
ESP,2020-06-17,57.41
ESP,2020-06-18,57.41
ESP,2020-06-19,57.41
ESP,2020-06-20,57.41
ESP,2020-06-21,33.8
ESP,2020-06-22,33.8
ESP,2020-06-23,33.8
ESP,2020-06-24,33.8
ESP,2020-06-25,33.8
ESP,2020-06-26,33.8
ESP,2020-06-27,33.8
ESP,2020-06-28,33.8
ESP,2020-06-29,33.8
ESP,2020-06-30,33.8
ESP,2020-07-01,33.8
ESP,2020-07-02,33.8
ESP,2020-07-03,33.8
ESP,2020-07-04,49.54
ESP,2020-07-05,49.54
ESP,2020-07-06,49.54
ESP,2020-07-07,49.54
ESP,2020-07-08,49.54
ESP,2020-07-09,49.54
ESP,2020-07-10,49.54
ESP,2020-07-11,49.54
ESP,2020-07-12,49.54
ESP,2020-07-13,49.54
ESP,2020-07-14,49.54
ESP,2020-07-15,58.8
ESP,2020-07-16,58.8
ESP,2020-07-17,58.8
ESP,2020-07-18,58.8
ESP,2020-07-19,58.8
ESP,2020-07-20,58.8
ESP,2020-07-21,58.8
ESP,2020-07-22,58.8
ESP,2020-07-23,58.8
ESP,2020-07-24,58.8
ESP,2020-07-25,58.8
EST,2019-12-31,
EST,2020-01-01,0.0
EST,2020-01-02,0.0
EST,2020-01-03,0.0
EST,2020-01-04,0.0
EST,2020-01-05,0.0
EST,2020-01-06,0.0
EST,2020-01-07,0.0
EST,2020-01-08,0.0
EST,2020-01-09,0.0
EST,2020-01-10,0.0
EST,2020-01-11,0.0
EST,2020-01-12,0.0
EST,2020-01-13,0.0
EST,2020-01-14,0.0
EST,2020-01-15,0.0
EST,2020-01-16,0.0
EST,2020-01-17,0.0
EST,2020-01-18,0.0
EST,2020-01-19,0.0
EST,2020-01-20,0.0
EST,2020-01-21,0.0
EST,2020-01-22,0.0
EST,2020-01-23,0.0
EST,2020-01-24,0.0
EST,2020-01-25,0.0
EST,2020-01-26,0.0
EST,2020-01-27,0.0
EST,2020-01-28,0.0
EST,2020-01-29,0.0
EST,2020-01-30,0.0
EST,2020-01-31,0.0
EST,2020-02-01,0.0
EST,2020-02-02,0.0
EST,2020-02-03,0.0
EST,2020-02-04,0.0
EST,2020-02-05,0.0
EST,2020-02-06,0.0
EST,2020-02-07,0.0
EST,2020-02-08,0.0
EST,2020-02-09,0.0
EST,2020-02-10,0.0
EST,2020-02-11,0.0
EST,2020-02-12,0.0
EST,2020-02-13,0.0
EST,2020-02-14,0.0
EST,2020-02-15,0.0
EST,2020-02-16,0.0
EST,2020-02-17,0.0
EST,2020-02-18,0.0
EST,2020-02-19,0.0
EST,2020-02-20,0.0
EST,2020-02-21,0.0
EST,2020-02-22,0.0
EST,2020-02-23,0.0
EST,2020-02-24,0.0
EST,2020-02-25,0.0
EST,2020-02-26,0.0
EST,2020-02-27,0.0
EST,2020-02-28,0.0
EST,2020-02-29,0.0
EST,2020-03-01,0.0
EST,2020-03-02,0.0
EST,2020-03-03,0.0
EST,2020-03-04,0.0
EST,2020-03-05,0.0
EST,2020-03-06,0.0
EST,2020-03-07,0.0
EST,2020-03-08,0.0
EST,2020-03-09,0.0
EST,2020-03-10,0.0
EST,2020-03-11,0.0
EST,2020-03-12,25.0
EST,2020-03-13,25.0
EST,2020-03-14,33.33
EST,2020-03-15,33.33
EST,2020-03-16,44.44
EST,2020-03-17,50.0
EST,2020-03-18,50.0
EST,2020-03-19,50.0
EST,2020-03-20,50.0
EST,2020-03-21,50.0
EST,2020-03-22,50.0
EST,2020-03-23,50.0
EST,2020-03-24,50.0
EST,2020-03-25,61.11
EST,2020-03-26,61.11
EST,2020-03-27,72.22
EST,2020-03-28,72.22
EST,2020-03-29,77.78
EST,2020-03-30,77.78
EST,2020-03-31,77.78
EST,2020-04-01,77.78
EST,2020-04-02,77.78
EST,2020-04-03,77.78
EST,2020-04-04,77.78
EST,2020-04-05,77.78
EST,2020-04-06,77.78
EST,2020-04-07,77.78
EST,2020-04-08,77.78
EST,2020-04-09,77.78
EST,2020-04-10,77.78
EST,2020-04-11,77.78
EST,2020-04-12,77.78
EST,2020-04-13,77.78
EST,2020-04-14,77.78
EST,2020-04-15,77.78
EST,2020-04-16,77.78
EST,2020-04-17,77.78
EST,2020-04-18,77.78
EST,2020-04-19,77.78
EST,2020-04-20,77.78
EST,2020-04-21,77.78
EST,2020-04-22,77.78
EST,2020-04-23,77.78
EST,2020-04-24,77.78
EST,2020-04-25,77.78
EST,2020-04-26,77.78
EST,2020-04-27,75.0
EST,2020-04-28,75.0
EST,2020-04-29,75.0
EST,2020-04-30,75.0
EST,2020-05-01,75.0
EST,2020-05-02,75.0
EST,2020-05-03,75.0
EST,2020-05-04,75.0
EST,2020-05-05,75.0
EST,2020-05-06,75.0
EST,2020-05-07,75.0
EST,2020-05-08,66.67
EST,2020-05-09,66.67
EST,2020-05-10,66.67
EST,2020-05-11,62.96
EST,2020-05-12,62.96
EST,2020-05-13,62.96
EST,2020-05-14,62.96
EST,2020-05-15,55.56
EST,2020-05-16,55.56
EST,2020-05-17,55.56
EST,2020-05-18,50.0
EST,2020-05-19,50.0
EST,2020-05-20,50.0
EST,2020-05-21,50.0
EST,2020-05-22,50.0
EST,2020-05-23,50.0
EST,2020-05-24,50.0
EST,2020-05-25,50.0
EST,2020-05-26,50.0
EST,2020-05-27,50.0
EST,2020-05-28,50.0
EST,2020-05-29,50.0
EST,2020-05-30,50.0
EST,2020-05-31,50.0
EST,2020-06-01,37.96
EST,2020-06-02,37.96
EST,2020-06-03,37.96
EST,2020-06-04,37.96
EST,2020-06-05,37.96
EST,2020-06-06,37.96
EST,2020-06-07,37.96
EST,2020-06-08,37.96
EST,2020-06-09,37.96
EST,2020-06-10,37.96
EST,2020-06-11,37.96
EST,2020-06-12,37.96
EST,2020-06-13,37.96
EST,2020-06-14,37.96
EST,2020-06-15,37.96
EST,2020-06-16,37.96
EST,2020-06-17,37.96
EST,2020-06-18,37.96
EST,2020-06-19,37.96
EST,2020-06-20,37.96
EST,2020-06-21,37.96
EST,2020-06-22,37.96
EST,2020-06-23,37.96
EST,2020-06-24,37.96
EST,2020-06-25,37.96
EST,2020-06-26,37.96
EST,2020-06-27,25.0
EST,2020-06-28,25.0
EST,2020-06-29,25.0
EST,2020-06-30,25.0
EST,2020-07-01,22.22
EST,2020-07-02,22.22
EST,2020-07-03,22.22
EST,2020-07-04,22.22
EST,2020-07-05,22.22
EST,2020-07-06,22.22
EST,2020-07-07,22.22
EST,2020-07-08,22.22
EST,2020-07-09,22.22
EST,2020-07-10,22.22
EST,2020-07-11,22.22
EST,2020-07-12,22.22
EST,2020-07-13,22.22
EST,2020-07-14,22.22
EST,2020-07-15,22.22
EST,2020-07-16,22.22
EST,2020-07-17,22.22
EST,2020-07-18,22.22
EST,2020-07-19,22.22
EST,2020-07-20,22.22
EST,2020-07-21,
EST,2020-07-22,
EST,2020-07-23,
EST,2020-07-24,
EST,2020-07-25,
EST,2020-07-26,
ETH,2020-03-14,2.78
ETH,2020-03-15,2.78
ETH,2020-03-16,35.19
ETH,2020-03-17,35.19
ETH,2020-03-18,35.19
ETH,2020-03-19,35.19
ETH,2020-03-20,35.19
ETH,2020-03-21,35.19
ETH,2020-03-22,35.19
ETH,2020-03-23,40.74
ETH,2020-03-24,40.74
ETH,2020-03-25,51.85
ETH,2020-03-26,60.19
ETH,2020-03-27,60.19
ETH,2020-03-28,60.19
ETH,2020-03-29,60.19
ETH,2020-03-30,68.52
ETH,2020-03-31,68.52
ETH,2020-04-01,68.52
ETH,2020-04-02,68.52
ETH,2020-04-03,68.52
ETH,2020-04-04,68.52
ETH,2020-04-05,68.52
ETH,2020-04-06,68.52
ETH,2020-04-07,68.52
ETH,2020-04-08,80.56
ETH,2020-04-09,80.56
ETH,2020-04-10,80.56
ETH,2020-04-11,80.56
ETH,2020-04-12,80.56
ETH,2020-04-13,80.56
ETH,2020-04-14,80.56
ETH,2020-04-15,80.56
ETH,2020-04-16,80.56
ETH,2020-04-17,80.56
ETH,2020-04-18,80.56
ETH,2020-04-19,80.56
ETH,2020-04-20,80.56
ETH,2020-04-21,80.56
ETH,2020-04-22,80.56
ETH,2020-04-23,80.56
ETH,2020-04-24,80.56
ETH,2020-04-25,80.56
ETH,2020-04-26,80.56
ETH,2020-04-27,80.56
ETH,2020-04-28,80.56
ETH,2020-04-29,80.56
ETH,2020-04-30,80.56
ETH,2020-05-01,80.56
ETH,2020-05-02,80.56
ETH,2020-05-03,80.56
ETH,2020-05-04,80.56
ETH,2020-05-05,80.56
ETH,2020-05-06,80.56
ETH,2020-05-07,80.56
ETH,2020-05-08,80.56
ETH,2020-05-09,80.56
ETH,2020-05-10,80.56
ETH,2020-05-11,80.56
ETH,2020-05-12,80.56
ETH,2020-05-13,80.56
ETH,2020-05-14,80.56
ETH,2020-05-15,80.56
ETH,2020-05-16,80.56
ETH,2020-05-17,80.56
ETH,2020-05-18,80.56
ETH,2020-05-19,80.56
ETH,2020-05-20,80.56
ETH,2020-05-21,80.56
ETH,2020-05-22,80.56
ETH,2020-05-23,80.56
ETH,2020-05-24,80.56
ETH,2020-05-25,80.56
ETH,2020-05-26,80.56
ETH,2020-05-27,80.56
ETH,2020-05-28,80.56
ETH,2020-05-29,80.56
ETH,2020-05-30,80.56
ETH,2020-05-31,80.56
ETH,2020-06-01,80.56
ETH,2020-06-02,80.56
ETH,2020-06-03,80.56
ETH,2020-06-04,80.56
ETH,2020-06-05,80.56
ETH,2020-06-06,80.56
ETH,2020-06-07,80.56
ETH,2020-06-08,80.56
ETH,2020-06-09,80.56
ETH,2020-06-10,80.56
